	imdbid	title	clip_name	year	videoid	genre
27	tt0408306	Munich	Black September Scene	2005.0	WzmAy1QyIH8	['Action', 'Drama', 'History']
28	tt0408306	Munich	Sniper Misfire Scene	2005.0	w3trh6DMpHI	['Action', 'Drama', 'History']
29	tt0408306	Munich	Israel vs. Palestine Scene	2005.0	YoAV0xF7A2U	['Action', 'Drama', 'History']
30	tt0408306	Munich	Put the Gun Down! Scene	2005.0	azRJpVsJ7AM	['Action', 'Drama', 'History']
31	tt0071402	Death Wish	What Else You Got? Scene	1974.0	36FYEbRBy48	['Action', 'Crime', 'Drama']
32	tt0071402	Death Wish	Draw! Scene	1974.0	DWFZ7v72HjA	['Action', 'Crime', 'Drama']
33	tt0071402	Death Wish	Followed Home Scene	1974.0	syjdYGc2A20	['Action', 'Crime', 'Drama']
34	tt0071402	Death Wish	The Vigilante's Still Out There Scene	1974.0	S8avj5d8G6s	['Action', 'Crime', 'Drama']
35	tt0071402	Death Wish	Get a Transfer Scene	1974.0	Kbb4g4m68sc	['Action', 'Crime', 'Drama']
36	tt0071402	Death Wish	Wrong Alley, Right Time Scene	1974.0	MfV5DOQ9zac	['Action', 'Crime', 'Drama']
37	tt0071402	Death Wish	Stalked in the Park Scene	1974.0	b_Wpqni4yMQ	['Action', 'Crime', 'Drama']
38	tt0071402	Death Wish	Shot and Bleeding Scene	1974.0	L8JRx-zXz7w	['Action', 'Crime', 'Drama']
39	tt0071402	Death Wish	Subway Shooting Scene	1974.0	BYN41wGmP8U	['Action', 'Crime', 'Drama']
40	tt0071402	Death Wish	Cowboy Stunt Show Scene	1974.0	RkaM5GL1LTc	['Action', 'Crime', 'Drama']
41	tt0092493	Crocodile Dundee II	Dundee Gets Shot Scene	1988.0	qDBjp7fdIVw	['Action', 'Adventure', 'Comedy']
42	tt0092493	Crocodile Dundee II	Outback Shootout Scene	1988.0	pikL2Z9sykc	['Action', 'Adventure', 'Comedy']
43	tt0092493	Crocodile Dundee II	Better Than Average Scene	1988.0	2m2vmTtcCM8	['Action', 'Adventure', 'Comedy']
44	tt0092493	Crocodile Dundee II	Clint Eastwood Scene	1988.0	QCkiT56VSR4	['Action', 'Adventure', 'Comedy']
45	tt0092493	Crocodile Dundee II	Booby Trap Scene	1988.0	crbN4daV5IU	['Action', 'Adventure', 'Comedy']
46	tt0092493	Crocodile Dundee II	Bushfire Showdown Scene	1988.0	J7kO-7jEveA	['Action', 'Adventure', 'Comedy']
47	tt0092493	Crocodile Dundee II	Crocodile Attack Scene	1988.0	qFKVhx9wBZ4	['Action', 'Adventure', 'Comedy']
48	tt0092493	Crocodile Dundee II	The Jumper Scene	1988.0	FX1FiZxQo7k	['Action', 'Adventure', 'Comedy']
49	tt0092493	Crocodile Dundee II	Animal Attack Scene	1988.0	g05nAeO-uKY	['Action', 'Adventure', 'Comedy']
50	tt0092493	Crocodile Dundee II	Hung from a Rooftop Scene	1988.0	VmCRT88HTWE	['Action', 'Adventure', 'Comedy']
51	tt0070016	Charlotte's Web	There Must Be Something More Scene	1973.0	3kvqIswrPhg	['Animation', 'Family', 'Musical']
52	tt0070016	Charlotte's Web	A Rat's Paradise Scene	1973.0	xE4RRKaCifU	['Animation', 'Family', 'Musical']
53	tt0070016	Charlotte's Web	Charlotte's Daughters Scene	1973.0	6HboqAtIPA0	['Animation', 'Family', 'Musical']
54	tt0070016	Charlotte's Web	A Veritable Smorgasbord Scene	1973.0	kf1bu5sUXaU	['Animation', 'Family', 'Musical']
55	tt0070016	Charlotte's Web	A Spider's Life Scene	1973.0	nCm4_MJstGQ	['Animation', 'Family', 'Musical']
56	tt0070016	Charlotte's Web	Zuckerman's Famous Pig Scene	1973.0	SaRtVS1Fx1Q	['Animation', 'Family', 'Musical']
57	tt0070016	Charlotte's Web	I Can Talk! Scene	1973.0	YHvTfLaOREg	['Animation', 'Family', 'Musical']
58	tt0070016	Charlotte's Web	Some Pig Scene	1973.0	__7NUrkFirA	['Animation', 'Family', 'Musical']
59	tt0070016	Charlotte's Web	Chin Up! Scene	1973.0	qQjdOtebYns	['Animation', 'Family', 'Musical']
60	tt1386932	Ip Man 2	Boxer vs. Martial Artist Scene	2011.0	MTSpAVqgSso	['Action', 'Biography', 'Drama']
61	tt1386932	Ip Man 2	Wing Chun Wins Scene	2011.0	rTy_mgJIIrk	['Action', 'Biography', 'Drama']
62	tt1386932	Ip Man 2	Ip Man's First Student Scene	2011.0	-ZJZF6PuwxE	['Action', 'Biography', 'Drama']
63	tt1386932	Ip Man 2	Let's Give Them Something to Scream About Scene	2011.0	8TTWKlJdWVE	['Action', 'Biography', 'Drama']
64	tt1386932	Ip Man 2	Fighting Ten Men At Once Scene	2011.0	CyGOqLQTww0	['Action', 'Biography', 'Drama']
65	tt1386932	Ip Man 2	Hung Over Scene	2011.0	9aR0JkmZLk0	['Action', 'Biography', 'Drama']
66	tt1386932	Ip Man 2	Tabletop Duel Scene	2011.0	XkvSrgngUrw	['Action', 'Biography', 'Drama']
67	tt1386932	Ip Man 2	Meat Cleaver Fight Scene	2011.0	8kcd603M8vA	['Action', 'Biography', 'Drama']
68	tt1386932	Ip Man 2	Thank You for Letting Me Win Scene	2011.0	SajgVNIRdn8	['Action', 'Biography', 'Drama']
69	tt1386932	Ip Man 2	Hung vs. Twister Scene	2011.0	rA8NAlaMgPo	['Action', 'Biography', 'Drama']
70	tt0097388	Friday the 13th: Jason Takes Manhattan	Knockout! Scene	1989.0	o6tz9pga4H4	['Adventure', 'Horror', 'Thriller']
71	tt1220719	Ip Man	Cotton Factory Brawl Scene	2010.0	AVxDyv1h9Pw	['Action', 'Biography', 'Drama']
72	tt1220719	Ip Man	vs. Master Shin Scene	2010.0	z1hLLDMkdlM	['Action', 'Biography', 'Drama']
73	tt1220719	Ip Man	vs. 10 Black Belts Scene	2010.0	Kv9ygN2B8WU	['Action', 'Biography', 'Drama']
74	tt1220719	Ip Man	vs. Master Lin Scene	2010.0	aXYTDZr_rmU	['Action', 'Biography', 'Drama']
75	tt1220719	Ip Man	Challenging the Masters Scene	2010.0	Z2SdWJJWe4I	['Action', 'Biography', 'Drama']
76	tt1220719	Ip Man	Dojo Massacre Scene	2010.0	ciue6Puy53s	['Action', 'Biography', 'Drama']
77	tt1220719	Ip Man	vs. General Miura Scene	2010.0	CqsCkhbCUr4	['Action', 'Biography', 'Drama']
78	tt1220719	Ip Man	Training with  Scene	2010.0	gCRokIMgn1A	['Action', 'Biography', 'Drama']
79	tt1220719	Ip Man	Master Lin is Defeated Scene	2010.0	wBHZhBnXRew	['Action', 'Biography', 'Drama']
80	tt1220719	Ip Man	The Japanese Invade Scene	2010.0	kQosO29X9Bo	['Action', 'Biography', 'Drama']
81	tt0095179	Friday the 13th VII: The New Blood	Party Horn Kill Scene	1988.0	f0ui8NJnqN8	['Horror', 'Thriller']
82	tt0091080	Friday the 13th VI: Jason Lives	Jason Reborn Scene	1986.0	V0sQmOr826A	['Horror', 'Thriller']
83	tt0104573	Juice	Picking up Vinyl Scene	1992.0	EZaYMKD6Iqs	['Action', 'Crime', 'Drama']
84	tt0104573	Juice	I Don't Give a F***! Scene	1992.0	CoXniP8kldY	['Action', 'Crime', 'Drama']
85	tt0104573	Juice	DJ Battle Scene	1992.0	8b1jfsKFu2w	['Action', 'Crime', 'Drama']
86	tt0104573	Juice	You Ready to Die? Scene	1992.0	q51BSsTrN_I	['Action', 'Crime', 'Drama']
87	tt0104573	Juice	Wrestling for the Gun Scene	1992.0	P3imZIQJez8	['Action', 'Crime', 'Drama']
88	tt0104573	Juice	Mourning Murderer Scene	1992.0	PldJ3snU1C0	['Action', 'Crime', 'Drama']
89	tt0104573	Juice	You Got the  Now Scene	1992.0	lv0CgSfmWxc	['Action', 'Crime', 'Drama']
90	tt0104573	Juice	Robbery Gone Wrong Scene	1992.0	wuM_9dYtRwo	['Action', 'Crime', 'Drama']
91	tt0104573	Juice	Ever See Chinatown? Scene	1992.0	s7kCd2kuoME	['Action', 'Crime', 'Drama']
92	tt0104573	Juice	You Ain't Crew No More Scene	1992.0	f8Jf9xoJQwI	['Action', 'Crime', 'Drama']
93	tt0080487	Caddyshack	Kill Every Gopher Scene	1980.0	GFpm2LR0sGQ	['Comedy', 'Sport']
94	tt0080487	Caddyshack	Skinny-Dipping Seduction Scene	1980.0	40CAAtSZsbw	['Comedy', 'Sport']
95	tt0104009	Cool World	The Art of Seduction Scene	1992.0	3hOO0D1rH-w	['Animation', 'Comedy', 'Fantasy']
96	tt1456661	Legend of the Fist	Bloodied, but Never Beaten Scene	2010.0	zUtw46VWtVM	['Action', 'Drama', 'History']
97	tt1456661	Legend of the Fist	Publisher's Killing House Scene	2010.0	JgAmbGwTMbI	['Action', 'Drama', 'History']
98	tt1456661	Legend of the Fist	One Man Army Scene	2010.0	dSSXODCgJOA	['Action', 'Drama', 'History']
99	tt1456661	Legend of the Fist	The Death List Scene	2010.0	LrDnPOOQ7mg	['Action', 'Drama', 'History']
100	tt1456661	Legend of the Fist	Bombing the Japanese Scene	2010.0	S_7ZwIV43zQ	['Action', 'Drama', 'History']
101	tt1456661	Legend of the Fist	Knife vs. Machine Gun Scene	2010.0	S5Y83cDu8II	['Action', 'Drama', 'History']
102	tt1456661	Legend of the Fist	Stabbed in the Gut Scene	2010.0	srpM16MbHAE	['Action', 'Drama', 'History']
103	tt1456661	Legend of the Fist	The Masked Warrior Rises Scene	2010.0	aoe4V2f2AHg	['Action', 'Drama', 'History']
104	tt1456661	Legend of the Fist	Staring Down Death Scene	2010.0	Wf-GYKvvI58	['Action', 'Drama', 'History']
105	tt1456661	Legend of the Fist	Who Are You? Scene	2010.0	CtBWf0Oq0bQ	['Action', 'Drama', 'History']
106	tt0113464	Jeffrey	I Dare You Scene	1995.0	05s6W7dLEbY	['Comedy', 'Drama']
107	tt0113464	Jeffrey	A Gay Superhero Scene	1995.0	lunmhq3ZejE	['Comedy', 'Drama']
108	tt0113464	Jeffrey	Phone Sex with Mom and Dad Scene	1995.0	O4PP1tdCHJA	['Comedy', 'Drama']
109	tt0113464	Jeffrey	It's Still Our Party Scene	1995.0	wzlxR3dKjrg	['Comedy', 'Drama']
110	tt0113464	Jeffrey	The True Face of God Scene	1995.0	hb4N2SJjXRM	['Comedy', 'Drama']
111	tt0113464	Jeffrey	The Pink Panthers Scene	1995.0	goRmKynyjqU	['Comedy', 'Drama']
112	tt0113464	Jeffrey	It's Just Sex Scene	1995.0	fPQJBHWr8zI	['Comedy', 'Drama']
113	tt0113464	Jeffrey	A Wholesome Gay Couple Scene	1995.0	PjYVxXOmsrc	['Comedy', 'Drama']
114	tt0113464	Jeffrey	Self-Help Guru Scene	1995.0	A4g68fTngpA	['Comedy', 'Drama']
115	tt0113464	Jeffrey	Gay Pride Parade Scene	1995.0	Vz1MWTi13qA	['Comedy', 'Drama']
116	tt0113464	Jeffrey	Here, Queer and on TV Scene	1995.0	liRaKtnWUAE	['Comedy', 'Drama']
117	tt0113464	Jeffrey	Makes a Decision Scene	1995.0	Pe3mEnRE-EI	['Comedy', 'Drama']
118	tt0083972	Friday the 13th Part 3	Axing Jason Scene	-1.0	TzAEE887L_g	['Horror', 'Thriller']
119	tt0418819	Land of the Dead	Zombie With a Machine Gun Scene	2005.0	2SJ3eoUGXy0	['Horror', 'Sci-Fi', 'Thriller']
120	tt0418819	Land of the Dead	Mall Massacre Scene	2005.0	_3bYh7CffIQ	['Horror', 'Sci-Fi', 'Thriller']
121	tt0096256	They Live	Here to Chew Bubble Gum and Kick Ass Scene	1988.0	Du5YK5FnyF4	['Action', 'Horror', 'Sci-Fi']
122	tt0096256	They Live	The Church Raid Scene	1988.0	iVXVD0KxSug	['Action', 'Horror', 'Sci-Fi']
123	tt0096256	They Live	Seeing the Truth Scene	1988.0	yjw_DuNkOUw	['Action', 'Horror', 'Sci-Fi']
124	tt0096256	They Live	The Fight Continues Scene	1988.0	vlTPIYTd32Q	['Action', 'Horror', 'Sci-Fi']
125	tt0096256	They Live	The Power Elite Scene	1988.0	GeAcikP5N7M	['Action', 'Horror', 'Sci-Fi']
126	tt0096256	They Live	Aliens in the Grocery Store Scene	1988.0	qQgyoHsknIk	['Action', 'Horror', 'Sci-Fi']
127	tt0096256	They Live	Exposing the Aliens Scene	1988.0	vPpNgsJp4DA	['Action', 'Horror', 'Sci-Fi']
128	tt0096256	They Live	Fight in the Alley Scene	1988.0	dgyue1tT-uE	['Action', 'Horror', 'Sci-Fi']
129	tt0096256	They Live	Assault on the Hideout Scene	1988.0	QB8ken8pZ_s	['Action', 'Horror', 'Sci-Fi']
130	tt0096256	They Live	TV Studio Attack Scene	1988.0	aFz1y45KaHA	['Action', 'Horror', 'Sci-Fi']
131	tt0837563	Pet Sematary	The Barrier Scene	2019.0	H5LLqPyF11w	['Horror', 'Mystery', 'Thriller']
132	tt0098084	Pet Sematary	Deadly Warning Scene	1989.0	J-D8n4_fd6Q	['Horror', 'Thriller']
133	tt0098084	Pet Sematary	Rachel Comes Home Scene	1989.0	egC6XhnfuZk	['Horror', 'Thriller']
134	tt0397535	Memoirs of a Geisha	Sweet, Shaved Ice Scene	2005.0	3rb5s-BoCFM	['Drama', 'Romance']
135	tt0397535	Memoirs of a Geisha	The Heart Dies a Slow Death Scene	2005.0	KVnOa_HhgX4	['Drama', 'Romance']
136	tt0397535	Memoirs of a Geisha	Snow Dance Scene	2005.0	HliXkWOMgaE	['Drama', 'Romance']
137	tt0397535	Memoirs of a Geisha	Forbidden Love Scene	2005.0	dPaM45IreF4	['Drama', 'Romance']
138	tt0397535	Memoirs of a Geisha	Sumo Match Scene	2005.0	HV6s5JiA82g	['Drama', 'Romance']
139	tt0397535	Memoirs of a Geisha	Sold to Geishas Scene	2005.0	HUZ-rA7L0uk	['Drama', 'Romance']
140	tt0397535	Memoirs of a Geisha	You Have Ruined Me Scene	2005.0	0NAWQvMZpO8	['Drama', 'Romance']
141	tt0397535	Memoirs of a Geisha	Burning Vengeance Scene	2005.0	lG40tBFlGMQ	['Drama', 'Romance']
142	tt0397535	Memoirs of a Geisha	Closer to You Scene	2005.0	MyzSuy1v6DM	['Drama', 'Romance']
143	tt0397535	Memoirs of a Geisha	Becoming a Geisha Scene	2005.0	LeGBkG_sRNc	['Drama', 'Romance']
144	tt0455760	Dead Silence	White As A Sheet Scene	2007.0	5k-dlqqHE2M	['Horror', 'Mystery', 'Thriller']
145	tt1521787	Haunting of Winchester House	Paranormal Investigator Scene	2009.0	8uLL9nYu9YA	['Horror', 'Mystery', 'Thriller']
146	tt1521787	Haunting of Winchester House	Exorcising the Ghosts Scene	2009.0	6qXs7Yp75M8	['Horror', 'Mystery', 'Thriller']
147	tt1521787	Haunting of Winchester House	Stage Two Ghost Scene	2009.0	UU_Ly8gXV6M	['Horror', 'Mystery', 'Thriller']
148	tt1521787	Haunting of Winchester House	Stage One Ghost Scene	2009.0	REkL4uLFnPs	['Horror', 'Mystery', 'Thriller']
149	tt1521787	Haunting of Winchester House	What Do You Want Scene	2009.0	ST9ouIvHftA	['Horror', 'Mystery', 'Thriller']
150	tt1521787	Haunting of Winchester House	Demon Baby Scene	2009.0	ntqVq02V2v0	['Horror', 'Mystery', 'Thriller']
151	tt1521787	Haunting of Winchester House	Where It All Started Scene	2009.0	LMcBi9a8_RQ	['Horror', 'Mystery', 'Thriller']
152	tt1521787	Haunting of Winchester House	Breaking the Circle Scene	2009.0	b31BhA8om1E	['Horror', 'Mystery', 'Thriller']
153	tt1521787	Haunting of Winchester House	Chasing in the Dark Scene	2009.0	I3G-1_l97K4	['Horror', 'Mystery', 'Thriller']
154	tt1521787	Haunting of Winchester House	Out of the Closet Scene	2009.0	WjWpGhzYS6o	['Horror', 'Mystery', 'Thriller']
155	tt1628841	Independents' Day	Anti-Alien Militiamen Scene	2016.0	RKlctKGIpsA	['Action', 'Adventure', 'Sci-Fi']
156	tt1628841	Independents' Day	Alien Dogfight Scene	2016.0	a1dqJn-r0-k	['Action', 'Adventure', 'Sci-Fi']
157	tt1628841	Independents' Day	Poison Gas Attack Scene	2016.0	5tZeutuxfJw	['Action', 'Adventure', 'Sci-Fi']
158	tt1628841	Independents' Day	Shaking Hands with an Alien Scene	2016.0	AySMP0SgVFY	['Action', 'Adventure', 'Sci-Fi']
159	tt1628841	Independents' Day	Aliens Over DC Scene	2016.0	DPU8L2vJvsc	['Action', 'Adventure', 'Sci-Fi']
160	tt1628841	Independents' Day	Taking Back the Planet Scene	2016.0	yriA_JXQ8dw	['Action', 'Adventure', 'Sci-Fi']
161	tt1628841	Independents' Day	The Healing Chamber Scene	2016.0	9TwfC7_M2b4	['Action', 'Adventure', 'Sci-Fi']
162	tt1628841	Independents' Day	Sabotaging the Spaceship Scene	2016.0	KdBP8sYgMT0	['Action', 'Adventure', 'Sci-Fi']
163	tt1628841	Independents' Day	Uncovering the Alien Plans Scene	2016.0	5nWugkh7A5U	['Action', 'Adventure', 'Sci-Fi']
164	tt0093756	Police Academy 4	Skateboarding Punks Scene	1987.0	qTjz5LJwnOw	['Comedy', 'Crime']
165	tt0093756	Police Academy 4	Cops vs. Ninjas Scene	1987.0	Eq4GnUgNeMg	['Comedy', 'Crime']
166	tt0087928	Police Academy	Beatbox Riot Scene	1984.0	PniQ5j9ZqQk	['Comedy']
167	tt0087928	Police Academy	Good Speech Scene	1984.0	J3Dc6UV1ML4	['Comedy']
168	tt0087928	Police Academy	Shoe Polish Scene	1984.0	p7zS671gCo4	['Comedy']
169	tt0087928	Police Academy	Yes, Ma'am! Scene	1984.0	I4tqrGqT_b0	['Comedy']
170	tt1610528	Airline Disaster	Boss Fight Scene	2010.0	QABInjYQVes	['Action', 'Adventure', 'Drama']
171	tt1610528	Airline Disaster	Free Fallin' Scene	2010.0	OBQcsOUZ2u0	['Action', 'Adventure', 'Drama']
172	tt1610528	Airline Disaster	Killing A Kidnapper Scene	2010.0	Dkd1ak3tQ5s	['Action', 'Adventure', 'Drama']
173	tt1610528	Airline Disaster	Losing Control Scene	2010.0	UIkY2KKWmdk	['Action', 'Adventure', 'Drama']
174	tt1610528	Airline Disaster	Smash & Grab Scene	2010.0	GALfESO3afQ	['Action', 'Adventure', 'Drama']
175	tt1610528	Airline Disaster	Storming The Hideout Scene	2010.0	ljOOPtZAk2c	['Action', 'Adventure', 'Drama']
176	tt1610528	Airline Disaster	Engine Explosion Scene	2010.0	UwhUd2cPOYE	['Action', 'Adventure', 'Drama']
177	tt1610528	Airline Disaster	Brutal Skyjacking Scene	2010.0	p74VOGdtMTw	['Action', 'Adventure', 'Drama']
178	tt1610528	Airline Disaster	Crash Landing Scene	2010.0	7_UHtWGKsuc	['Action', 'Adventure', 'Drama']
179	tt1610528	Airline Disaster	Space Laser Scene	2010.0	lLScgb8ZP_8	['Action', 'Adventure', 'Drama']
180	tt1411238	No Strings Attached	Making It Happen Scene	2011.0	qhGsK4yvxmg	['Comedy', 'Romance']
181	tt1411238	No Strings Attached	Sex Friends Scene	2011.0	uL1Q5YZ0Ejc	['Comedy', 'Romance']
182	tt0081573	Superman II	Superman vs. Zod Scene	1980.0	G4DcKX_XRA8	['Action', 'Adventure', 'Sci-Fi']
183	tt0081573	Superman II	Kryptonians On The Moon Scene	1980.0	hJ9hMyqKcg8	['Action', 'Adventure', 'Sci-Fi']
184	tt0081573	Superman II	Kneel Before Zod Scene	1980.0	_xUiCNlDeJk	['Action', 'Adventure', 'Sci-Fi']
185	tt0081573	Superman II	Blown Away Scene	1980.0	UZ7PTLCQZwU	['Action', 'Adventure', 'Sci-Fi']
186	tt0081573	Superman II	Fortress of Solitude Fight Scene	1980.0	_rCRxCR06UY	['Action', 'Adventure', 'Sci-Fi']
187	tt0081573	Superman II	Niagara Falls Hero Scene	1980.0	4xLa-Rn-gdo	['Action', 'Adventure', 'Sci-Fi']
188	tt0081573	Superman II	Diner Revenge Scene	1980.0	NRYvrDdntjA	['Action', 'Adventure', 'Sci-Fi']
189	tt0081573	Superman II	Eiffel Tower Rescue Scene	1980.0	vAfD-vF8yss	['Action', 'Adventure', 'Sci-Fi']
190	tt0081573	Superman II	Clark Kent Is Superman Scene	1980.0	rMH3omIA15k	['Action', 'Adventure', 'Sci-Fi']
191	tt0081573	Superman II	Defeating Zod Scene	1980.0	Y3gJGuQQPnw	['Action', 'Adventure', 'Sci-Fi']
192	tt0185431	Little Nicky	The Devil is Here Scene	2000.0	rOu9FD63Z68	['Comedy', 'Fantasy']
193	tt0185431	Little Nicky	One on One Basketball Scene	2000.0	0QLGAhQDgsE	['Comedy', 'Fantasy']
194	tt0185431	Little Nicky	Ozzy Saves the Day Scene	2000.0	IQVt4ZtUzgc	['Comedy', 'Fantasy']
195	tt0185431	Little Nicky	Snoring Scene	2000.0	ZwQuo7dY_Dw	['Comedy', 'Fantasy']
196	tt0185431	Little Nicky	You Can Do It! Scene	2000.0	Q2x3eUH0ytI	['Comedy', 'Fantasy']
197	tt0185431	Little Nicky	Pineapple Punishment Scene	2000.0	N7itFdNE2Qw	['Comedy', 'Fantasy']
198	tt1258972	The Man With the Iron Fists	The X-Blade Scene	2012.0	_4oM1Sa1Pb8	['Action']
199	tt1258972	The Man With the Iron Fists	The Prostitutes' Revenge Scene	2012.0	bfgJbZHRes8	['Action']
200	tt0312528	The Cat in the Hat	Riding Mrs. Kwan	2003.0	g2ElfIY2zfQ	['Adventure', 'Comedy', 'Family']
201	tt0312528	The Cat in the Hat	Piñata In The Hat Scene	2003.0	ph7amveyJHY	['Adventure', 'Comedy', 'Family']
202	tt0312528	The Cat in the Hat	Cathouse Club Scene	2003.0	3iJ8esboOjA	['Adventure', 'Comedy', 'Family']
203	tt0312528	The Cat in the Hat	Cleaning up the House Scene	2003.0	0gouIFYgm2k	['Adventure', 'Comedy', 'Family']
204	tt0312528	The Cat in the Hat	Thing 1 and Thing 2 Scene	2003.0	LOIF-564wKc	['Adventure', 'Comedy', 'Family']
205	tt0312528	The Cat in the Hat	Three-Wheel Drive Scene	2003.0	1SEsxhvzzT0	['Adventure', 'Comedy', 'Family']
206	tt0312528	The Cat in the Hat	The Kupkake-inator! Scene	2003.0	57VO_eSiDG4	['Adventure', 'Comedy', 'Family']
207	tt0312528	The Cat in the Hat	Kicking Out The Cat Scene	2003.0	8QbFslYlKIk	['Adventure', 'Comedy', 'Family']
208	tt0312528	The Cat in the Hat	The Cat Arrives Scene	2003.0	yId_D0rOn8Y	['Adventure', 'Comedy', 'Family']
209	tt0312528	The Cat in the Hat	Fun, Fun, Fun! Scene	2003.0	Pq2Z7Qf45gM	['Adventure', 'Comedy', 'Family']
210	tt0884732	The Wedding Ringer	Grooms Gone Wild Scene	2015.0	wq-H7qGfF68	['Comedy']
211	tt0763831	A Thousand Words	Talk Dirty to Me Scene	2012.0	B_cE7WEW5gM	['Comedy', 'Drama']
212	tt0168501	The Best Man	A Kiss To Her Frontal Lobe Scene	1999.0	txybV-1ao_Y	['Comedy', 'Drama', 'Romance']
213	tt1636629	The 7 Adventures of Sinbad	Escaping The Island Scene	2010.0	oJITCthevTE	['Action', 'Adventure', 'Fantasy']
214	tt1636629	The 7 Adventures of Sinbad	Meeting The Natives Scene	2010.0	6DxeFNOzuWo	['Action', 'Adventure', 'Fantasy']
215	tt1636629	The 7 Adventures of Sinbad	Fight Or Die Scene	2010.0	0PPstocAAAo	['Action', 'Adventure', 'Fantasy']
216	tt1636629	The 7 Adventures of Sinbad	Changing The Tide Scene	2010.0	Dhn_1iKEsQE	['Action', 'Adventure', 'Fantasy']
217	tt1636629	The 7 Adventures of Sinbad	A Bad Case Of Crabs Scene	2010.0	SyKWZOEqhzw	['Action', 'Adventure', 'Fantasy']
218	tt1636629	The 7 Adventures of Sinbad	Dragons Attack! Scene	2010.0	bPZwO18R-1Q	['Action', 'Adventure', 'Fantasy']
219	tt1636629	The 7 Adventures of Sinbad	Slaying The Cyclops Scene	2010.0	IQa9PQO3jhE	['Action', 'Adventure', 'Fantasy']
220	tt1636629	The 7 Adventures of Sinbad	The Devil's Depths Scene	2010.0	9jfaSZXLxGQ	['Action', 'Adventure', 'Fantasy']
221	tt1636629	The 7 Adventures of Sinbad	Attack Of The Giant Squid Scene	2010.0	Cl5eAgx8K8Y	['Action', 'Adventure', 'Fantasy']
222	tt0095497	The Last Temptation of Christ	I Want To Be The Messiah! Scene	1988.0	iGRj7rfPdQc	['Drama']
223	tt0490215	Silence	The Only Given Sun Scene	2016.0	DTqY1j7wgD4	['Drama', 'History']
