	imdbid	title	clip_name	year	videoid	genre
63	tt0118688	Batman & Robin	Take Two and Call Me in the Morning Scene	1997.0	OE7aSKZDjTo	['Action', 'Sci-Fi']
64	tt0118688	Batman & Robin	The Iceman Cometh Scene	1997.0	L6w-80CFfAs	['Action', 'Sci-Fi']
65	tt0118688	Batman & Robin	Arkham Asylum Break Out Scene	1997.0	gSG9bZu1NtM	['Action', 'Sci-Fi']
66	tt0118688	Batman & Robin	Bat Credit Card Scene	1997.0	gnallHWgupY	['Action', 'Sci-Fi']
67	tt0118688	Batman & Robin	Let's Kick Some Ice Scene	1997.0	k6dRH6fO3Xw	['Action', 'Sci-Fi']
68	tt0118688	Batman & Robin	I'm Poison Scene	1997.0	73Pm3rkTzb0	['Action', 'Sci-Fi']
69	tt0058672	Topkapi	Wrestling Match Scene	1964.0	ZhGme4W06Kk	['Adventure', 'Comedy', 'Crime']
70	tt0058672	Topkapi	A Clever Deduction Scene	1964.0	Ua4pj7Sxy-8	['Adventure', 'Comedy', 'Crime']
71	tt0058672	Topkapi	Stealing the Dagger Scene	1964.0	5LvcBgWzjwc	['Adventure', 'Comedy', 'Crime']
72	tt0058672	Topkapi	A Nymphomaniac Scene	1964.0	WbFri7eX_YA	['Adventure', 'Comedy', 'Crime']
73	tt0058672	Topkapi	A Little Bird Told Me Scene	1964.0	Izp0m24gYRU	['Adventure', 'Comedy', 'Crime']
74	tt0058672	Topkapi	The Heist Begins Scene	1964.0	5hriUO428pw	['Adventure', 'Comedy', 'Crime']
75	tt0058672	Topkapi	Sofa Bet Scene	1964.0	vITX2N0hpYE	['Adventure', 'Comedy', 'Crime']
76	tt0058672	Topkapi	It Can Be Done! Scene	1964.0	JfsgeCwAYEM	['Adventure', 'Comedy', 'Crime']
77	tt0058672	Topkapi	Crossing the Roof Scene	1964.0	9ZBPZ4b5LRw	['Adventure', 'Comedy', 'Crime']
78	tt0058672	Topkapi	The Floor-Mounted Alarm Scene	1964.0	55uK9Lg3TaY	['Adventure', 'Comedy', 'Crime']
79	tt0058672	Topkapi	Interrogation Scene	1964.0	hIokX-nhQd8	['Adventure', 'Comedy', 'Crime']
80	tt0046754	The Barefoot Contessa	Maria Had It Scene	1954.0	_YMLnL33X78	['Crime', 'Drama', 'Mystery']
81	tt0046754	The Barefoot Contessa	You're a Liar Scene	1954.0	PrBVgtAeNhE	['Crime', 'Drama', 'Mystery']
82	tt0046754	The Barefoot Contessa	You Are Not a Woman Scene	1954.0	6oxCZ2CyGII	['Crime', 'Drama', 'Mystery']
83	tt0046754	The Barefoot Contessa	When Harry Met Maria Scene	1954.0	x_6ZpxB4xIc	['Crime', 'Drama', 'Mystery']
84	tt0046754	The Barefoot Contessa	Posing for a Statue Scene	1954.0	8Q2WgdOSfms	['Crime', 'Drama', 'Mystery']
85	tt0046754	The Barefoot Contessa	Maria On Display Scene	1954.0	i07yEczcujQ	['Crime', 'Drama', 'Mystery']
86	tt0046754	The Barefoot Contessa	Maria Dances Scene	1954.0	q9sjo2J6hIk	['Crime', 'Drama', 'Mystery']
87	tt0046754	The Barefoot Contessa	A Lot of Talent Scene	1954.0	d35M7d-E_PY	['Crime', 'Drama', 'Mystery']
88	tt0046754	The Barefoot Contessa	I'm Drunk Scene	1954.0	EoikWLSsmRk	['Crime', 'Drama', 'Mystery']
89	tt0046754	The Barefoot Contessa	What a Business Scene	1954.0	zUCWPJk-XHk	['Crime', 'Drama', 'Mystery']
90	tt0046754	The Barefoot Contessa	I Hate Shoes Scene	1954.0	cJyhEAxnQ-U	['Crime', 'Drama', 'Mystery']
91	tt0046754	The Barefoot Contessa	Funeral for an Actress Scene	1954.0	-VnQ_KpOBm4	['Crime', 'Drama', 'Mystery']
92	tt1001526	Megamind	Titan's Rage Scene	2010.0	b2P-oU216V4	['Animation', 'Action', 'Comedy']
93	tt1001526	Megamind	Stalker Superhero Scene	2010.0	MuG157PWMWI	['Animation', 'Action', 'Comedy']
94	tt1001526	Megamind	Metro Man Returns Scene	2010.0	UayJYYeMANA	['Animation', 'Action', 'Comedy']
95	tt1001526	Megamind	Copper Drains My Powers! Scene	2010.0	svwcgrDZVPw	['Animation', 'Action', 'Comedy']
96	tt1001526	Megamind	Making An Entrance Scene	2010.0	a_hsjTExzbw	['Animation', 'Action', 'Comedy']
97	tt1001526	Megamind	Dastardly Death Devices Scene	2010.0	Q7r3HIkBJcg	['Animation', 'Action', 'Comedy']
98	tt1001526	Megamind	Metro Man Lives! Scene	2010.0	GNAJWwqr8cM	['Animation', 'Action', 'Comedy']
99	tt1001526	Megamind	Training Titan Scene	2010.0	dwufX9GKI_4	['Animation', 'Action', 'Comedy']
100	tt1001526	Megamind	Baby  Scene	2010.0	zeGRvFbWbz8	['Animation', 'Action', 'Comedy']
101	tt1001526	Megamind	Megamind vs. Titan Scene	2010.0	2Q7wnttjQgw	['Animation', 'Action', 'Comedy']
102	tt0097388	Friday the 13th: Jason Takes Manhattan	Seductive Anatomy Lesson Scene	1989.0	TXlioVAN41o	['Adventure', 'Horror', 'Thriller']
103	tt0097388	Friday the 13th: Jason Takes Manhattan	Jason vs. New York Scene	1989.0	hktlkG0QuKY	['Adventure', 'Horror', 'Thriller']
104	tt0097388	Friday the 13th: Jason Takes Manhattan	Killer Dance Moves Scene	1989.0	b8t5kX7k0vQ	['Adventure', 'Horror', 'Thriller']
105	tt0097388	Friday the 13th: Jason Takes Manhattan	Subway Chase Scene	1989.0	CflcJ-HSA_Y	['Adventure', 'Horror', 'Thriller']
106	tt0097388	Friday the 13th: Jason Takes Manhattan	Jason Says No to Drugs Scene	1989.0	VhYxVXimdIw	['Adventure', 'Horror', 'Thriller']
107	tt0097388	Friday the 13th: Jason Takes Manhattan	Murder Caught on Tape Scene	1989.0	U74NUVSKuP0	['Adventure', 'Horror', 'Thriller']
108	tt0097388	Friday the 13th: Jason Takes Manhattan	Two for One Slaying Scene	1989.0	-vT2ztIXioo	['Adventure', 'Horror', 'Thriller']
109	tt0097388	Friday the 13th: Jason Takes Manhattan	Jason vs. Toxic Waste Scene	1989.0	jtSnHOkSJxM	['Adventure', 'Horror', 'Thriller']
110	tt0097388	Friday the 13th: Jason Takes Manhattan	Drowned in Toxic Waste Scene	1989.0	Gdp4SEfQzy8	['Adventure', 'Horror', 'Thriller']
111	tt0045920	It Came From Outer Space	All We Needed Was Time Scene	1953.0	sw1tJoYrs7M	['Horror', 'Sci-Fi']
112	tt0045920	It Came From Outer Space	Don't Be Afraid Scene	1953.0	sAvGdule3fA	['Horror', 'Sci-Fi']
113	tt0045920	It Came From Outer Space	Alien Avalanche Scene	1953.0	i4NRgUeziqA	['Horror', 'Sci-Fi']
114	tt0045920	It Came From Outer Space	Crash Landing Scene	1953.0	8fHMMPXUE5I	['Horror', 'Sci-Fi']
115	tt0045920	It Came From Outer Space	They'll Be Back Scene	1953.0	aGMiaQISzq0	['Horror', 'Sci-Fi']
116	tt0045920	It Came From Outer Space	Resorting to Violence Scene	1953.0	5ZCaXimXaxo	['Horror', 'Sci-Fi']
117	tt0045920	It Came From Outer Space	First Contact Scene	1953.0	eeWPnGsY-Xc	['Horror', 'Sci-Fi']
118	tt0045920	It Came From Outer Space	Anti-Alien Posse Scene	1953.0	ge9ahoqNSLE	['Horror', 'Sci-Fi']
119	tt0045920	It Came From Outer Space	Incognito Abduction Scene	1953.0	VohdBtnMchg	['Horror', 'Sci-Fi']
120	tt0045920	It Came From Outer Space	Stalked by Cosmic Evil Scene	1953.0	5lekLtatLl0	['Horror', 'Sci-Fi']
121	tt0068909	Man of La Mancha	Cervantes Transforms Scene	1972.0	2WDIu8XbVD8	['Drama', 'Fantasy', 'Musical']
122	tt0068909	Man of La Mancha	Scene	1972.0	ALWV_EA6x8I	['Drama', 'Fantasy', 'Musical']
123	tt0068909	Man of La Mancha	Follow the Quest Scene	1972.0	v4U2mAwO6-4	['Drama', 'Fantasy', 'Musical']
124	tt0068909	Man of La Mancha	To Dream the Impossible Dream Scene	1972.0	bD8bl3omDIU	['Drama', 'Fantasy', 'Musical']
125	tt0068909	Man of La Mancha	Little Bird Scene	1972.0	14t7g8Yq8vE	['Drama', 'Fantasy', 'Musical']
126	tt0068909	Man of La Mancha	The Impossible Dream Scene	1972.0	oo7VlD66ISM	['Drama', 'Fantasy', 'Musical']
127	tt0068909	Man of La Mancha	Vision of Dulcinea Scene	1972.0	QPDuZ_Wq7ZA	['Drama', 'Fantasy', 'Musical']
128	tt0068909	Man of La Mancha	The Knight of the Mirrors Scene	1972.0	Pl8E_9CTS1Y	['Drama', 'Fantasy', 'Musical']
129	tt0068909	Man of La Mancha	It's All the Same Scene	1972.0	0iUKZskQEso	['Drama', 'Fantasy', 'Musical']
130	tt10720210	Buzzed	Mr. Mushroom Scene	2019.0	d0ZOz1i5-PE	['Documentary']
131	tt10720210	Buzzed	Flying Frog Scene	2019.0	g3kYdbqIwBE	['Documentary']
132	tt10720210	Buzzed	Ninja Bee Scene	2019.0	MVo83HAnysQ	['Documentary']
133	tt10720210	Buzzed	Fun and Games ...and Punishment Scene	2019.0	LZ7Thv4ztjg	['Documentary']
134	tt10720210	Buzzed	Hide-'n-Cheat Scene	2019.0	UhL24j9G3tc	['Documentary']
135	tt10720210	Buzzed	Dance Off Scene	2019.0	AxGMySJ6ySc	['Documentary']
136	tt10720210	Buzzed	Leap Frog Scene	2019.0	BCSe_CsI75w	['Documentary']
137	tt10720210	Buzzed	Master of the Nunchucks Scene	2019.0	msWWI02CG-o	['Documentary']
138	tt0092605	Baby Boom	J.C.'s Breakdown Scene	1987.0	jUkqho3OUos	['Comedy', 'Drama', 'Romance']
139	tt0092605	Baby Boom	Firing Eve, Hiring Helga Scene	1987.0	4YPxIpLpLRM	['Comedy', 'Drama', 'Romance']
140	tt0092605	Baby Boom	The Nanny Interviews Scene	1987.0	rwr1IzFzjqA	['Comedy', 'Drama', 'Romance']
141	tt0092605	Baby Boom	A Kiss from Dr. Charm Scene	1987.0	GEB8rnOevpY	['Comedy', 'Drama', 'Romance']
142	tt0092605	Baby Boom	Changing a Diaper Scene	1987.0	hgLkypdC6wo	['Comedy', 'Drama', 'Romance']
143	tt0092605	Baby Boom	Inheriting a Baby Scene	1987.0	Mm9Y9JEmekY	['Comedy', 'Drama', 'Romance']
144	tt0092605	Baby Boom	Country Baby Scene	1987.0	_OaOalM_tcY	['Comedy', 'Drama', 'Romance']
145	tt0092605	Baby Boom	Rectal Thermometer Scene	1987.0	tSpOMNC3WtQ	['Comedy', 'Drama', 'Romance']
146	tt0092605	Baby Boom	Kitchen Kiss Scene	1987.0	nAqJV2olXN0	['Comedy', 'Drama', 'Romance']
147	tt0092605	Baby Boom	Baby Food Scene	1987.0	AAByjopE2GE	['Comedy', 'Drama', 'Romance']
148	tt0092605	Baby Boom	You're a What? Scene	1987.0	adxwpSdHj90	['Comedy', 'Drama', 'Romance']
149	tt0092605	Baby Boom	Coat Checking the Kid Scene	1987.0	rlMANFZdCkk	['Comedy', 'Drama', 'Romance']
150	tt0095179	Friday the 13th VII: The New Blood	The Face of Jason Voorhees Scene	1988.0	TRCSLhYz9CA	['Horror', 'Thriller']
151	tt0095179	Friday the 13th VII: The New Blood	Jason vs. Psychic Scene	1988.0	1rKzD4yNMoc	['Horror', 'Thriller']
152	tt0095179	Friday the 13th VII: The New Blood	Nowhere to Hide Scene	1988.0	D4sj2Yq5bnU	['Horror', 'Thriller']
153	tt0095179	Friday the 13th VII: The New Blood	Sleeping Bag Kill Scene	1988.0	Ed8T-GzBcIY	['Horror', 'Thriller']
154	tt0095179	Friday the 13th VII: The New Blood	Resurrecting Jason Scene	1988.0	oY31D4QSB-Y	['Horror', 'Thriller']
155	tt0095179	Friday the 13th VII: The New Blood	Undead Dad's Revenge Scene	1988.0	Irq818Ek0Ro	['Horror', 'Thriller']
156	tt0095179	Friday the 13th VII: The New Blood	A Heady Surprise Scene	1988.0	JivWELi2rFw	['Horror', 'Thriller']
157	tt0095179	Friday the 13th VII: The New Blood	Buzzsaw Bloodshed Scene	1988.0	YIhMJMRdGGY	['Horror', 'Thriller']
158	tt0095179	Friday the 13th VII: The New Blood	Psychic Showdown Scene	1988.0	VhzodI8yBUE	['Horror', 'Thriller']
159	tt1563742	Overboard	I'm Married?! Scene	2018.0	eFF1grhBvsE	['Comedy', 'Romance']
160	tt1563742	Overboard	Married for Real Scene	2018.0	JqYtHZw-M8c	['Comedy', 'Romance']
161	tt1563742	Overboard	It's Our Anniversary! (Kinda) Scene	2018.0	zvn05TBxdUo	['Comedy', 'Romance']
162	tt1563742	Overboard	Hard Labor Scene	2018.0	GpLeHrROqRE	['Comedy', 'Romance']
163	tt1563742	Overboard	Reunited at Sea Scene	2018.0	t45uy-QuRDU	['Comedy', 'Romance']
164	tt1563742	Overboard	I Don't Belong With You Scene	2018.0	AD26OcrFQOY	['Comedy', 'Romance']
165	tt1563742	Overboard	Every Time Is Like the First Time Scene	2018.0	QbJIRG4T680	['Comedy', 'Romance']
166	tt1563742	Overboard	The Amnesiac Castaway Scene	2018.0	QqFuGUbvgnQ	['Comedy', 'Romance']
167	tt1563742	Overboard	Meet-Hate Scene	2018.0	XkNQZg7yTvw	['Comedy', 'Romance']
168	tt1563742	Overboard	Will You Marry Me Again? Scene	2018.0	fRF7InV7TfI	['Comedy', 'Romance']
169	tt0091080	Friday the 13th VI: Jason Lives	RV Double-Kill Scene	1986.0	kT_dXxp7eAo	['Horror', 'Thriller']
170	tt0091080	Friday the 13th VI: Jason Lives	Bulletproof Badass Scene	1986.0	lFyh5QCd6kw	['Horror', 'Thriller']
171	tt0091080	Friday the 13th VI: Jason Lives	Bent Backwards Scene	1986.0	R-wQWw1geBM	['Horror', 'Thriller']
172	tt0091080	Friday the 13th VI: Jason Lives	Paintball Massacre Scene	1986.0	r1N-Xby5AnA	['Horror', 'Thriller']
173	tt0091080	Friday the 13th VI: Jason Lives	There's a Problem, Officer Scene	1986.0	S1NFRvZE3FA	['Horror', 'Thriller']
174	tt0091080	Friday the 13th VI: Jason Lives	Road Rage Scene	1986.0	L91dx9ovcz8	['Horror', 'Thriller']
175	tt0091080	Friday the 13th VI: Jason Lives	Death by Boat Motor Scene	1986.0	crKAy2dGX_8	['Horror', 'Thriller']
176	tt0091080	Friday the 13th VI: Jason Lives	Burning Boat Battle Scene	1986.0	5QMsr3UxzPk	['Horror', 'Thriller']
177	tt0091080	Friday the 13th VI: Jason Lives	You'll Be the Death of Me Scene	1986.0	zbAsqngq2qY	['Horror', 'Thriller']
178	tt0332375	Saved!	The Fall of Hilary Faye Scene	2004.0	Z_WhAyucr_E	['Comedy', 'Drama']
179	tt0332375	Saved!	Framed Scene	2004.0	VlMy5-BAjzo	['Comedy', 'Drama']
180	tt0332375	Saved!	Ladies' Room Heart-to-Heart Scene	2004.0	1UbxL1MVZ7o	['Comedy', 'Drama']
181	tt0332375	Saved!	Drunk in the Cafeteria Scene	2004.0	o6MDdOWCCT8	['Comedy', 'Drama']
182	tt0332375	Saved!	Exorcism By Posse Scene	2004.0	ij0JLKDJOrc	['Comedy', 'Drama']
183	tt0332375	Saved!	I'm Gonna Beat This Scene	2004.0	bYt5SAF0M3I	['Comedy', 'Drama']
184	tt0332375	Saved!	Prom Surprise Scene	2004.0	SaUYfjxV8Ic	['Comedy', 'Drama']
185	tt0332375	Saved!	I Think I'm Gay Scene	2004.0	cvPIBkkwvD4	['Comedy', 'Drama']
186	tt0332375	Saved!	Toppling Jesus Scene	2004.0	Ded2FG1gA0c	['Comedy', 'Drama']
187	tt0332375	Saved!	I Like You Scene	2004.0	q2YwvMc96VY	['Comedy', 'Drama']
188	tt0332375	Saved!	Telling off Hilary Faye Scene	2004.0	EpCp0rAGDNo	['Comedy', 'Drama']
189	tt0332375	Saved!	Mary Crashes the Prayer Circle Scene	2004.0	Ent1UQJ4mdU	['Comedy', 'Drama']
190	tt0087298	Friday the 13th: The Final Chapter	Out the Window Scene	1984.0	_vwllSx_Ew8	['Horror', 'Thriller']
191	tt0087298	Friday the 13th: The Final Chapter	Tricking Jason Scene	1984.0	WZ6JK1mPT-A	['Horror', 'Thriller']
192	tt0087298	Friday the 13th: The Final Chapter	Trapped in the Basement Scene	1984.0	YTdTD0TbEp4	['Horror', 'Thriller']
193	tt0087298	Friday the 13th: The Final Chapter	Slaying in the Shower Scene	1984.0	qaQQ3LLyKvo	['Horror', 'Thriller']
194	tt0087298	Friday the 13th: The Final Chapter	Fresh Kills Scene	1984.0	ukNsgDQKqfY	['Horror', 'Thriller']
195	tt0087298	Friday the 13th: The Final Chapter	The New Jason Scene	1984.0	XHuewsIKvP0	['Horror', 'Thriller']
196	tt0087298	Friday the 13th: The Final Chapter	Skinny Dippers Die Scene	1984.0	w80bZTK88mc	['Horror', 'Thriller']
197	tt0087298	Friday the 13th: The Final Chapter	Where's the Corkscrew? Scene	1984.0	EelncXXu150	['Horror', 'Thriller']
198	tt0087298	Friday the 13th: The Final Chapter	Harpooned in the Groin Scene	1984.0	_0vYFxJJcB4	['Horror', 'Thriller']
199	tt0087298	Friday the 13th: The Final Chapter	Murder in the Morgue Scene	1984.0	Ej1lqvtmcMg	['Horror', 'Thriller']
200	tt0109447	Clifford	I Need Chocolate! Scene	1994.0	HbWD-eclNf4	['Comedy']
201	tt0109447	Clifford	Obsessed with Dinosaur World Scene	1994.0	k9utcDoerr0	['Comedy']
202	tt0109447	Clifford	Tabasco Toast Scene	1994.0	bbnkw5RyiCI	['Comedy']
203	tt0109447	Clifford	Meets Sarah Scene	1994.0	_HgOQNBkVvY	['Comedy']
204	tt0109447	Clifford	Larry the Scary Rex Scene	1994.0	_UvKhc0wVU8	['Comedy']
205	tt0109447	Clifford	Martin's Model Goes Kaboom Scene	1994.0	i_9mM4F_JVI	['Comedy']
206	tt0109447	Clifford	Hyperdrive Scene	1994.0	Pui9t9vPUTc	['Comedy']
207	tt0109447	Clifford	Loves Uncle Martin Scene	1994.0	y_LVaQiyLrM	['Comedy']
208	tt0109447	Clifford	Dad is Furious Scene	1994.0	Rq3xZDyJtMk	['Comedy']
209	tt0109447	Clifford	Going Nutty Nuts Scene	1994.0	EGt-Nk6a1UQ	['Comedy']
210	tt0109447	Clifford	The Bestest Looking Wig Scene	1994.0	AszdXufdl3E	['Comedy']
211	tt0109447	Clifford	The Truth About Mr. Ellis Scene	1994.0	S_lcxLCaxAw	['Comedy']
212	tt0080487	Caddyshack	How About a Nice, Cool Drink? Scene	1980.0	P3Mo5t61kO4	['Comedy', 'Sport']
213	tt0080487	Caddyshack	Be the Ball Scene	1980.0	I3akC_INsFc	['Comedy', 'Sport']
214	tt0080487	Caddyshack	Mind If I Play Through? Scene	1980.0	S-pmcO6U8eg	['Comedy', 'Sport']
215	tt0080487	Caddyshack	The Bishop's Final Round Scene	1980.0	Pe5eL8LQdY0	['Comedy', 'Sport']
216	tt0080487	Caddyshack	A Cinderella Story Scene	1980.0	bCYs8v0Xji4	['Comedy', 'Sport']
217	tt0080487	Caddyshack	Doodie! Scene	1980.0	QpmECKEHSQs	['Comedy', 'Sport']
218	tt0080487	Caddyshack	Think Like a Gopher Scene	1980.0	5NlQiQfC4zQ	['Comedy', 'Sport']
219	tt0455857	When a Stranger Calls	Trapped in the Greenhouse Scene	2006.0	BgxPmLpvxzc	['Horror', 'Thriller']
220	tt0455857	When a Stranger Calls	Death in the Shadows Scene	2006.0	-pKrpqoPu1o	['Horror', 'Thriller']
221	tt0455857	When a Stranger Calls	Have You Checked the Children? Scene	2006.0	4EWgdeVQzEk	['Horror', 'Thriller']
222	tt0455857	When a Stranger Calls	The Guest House Scene	2006.0	enG1CfTbT08	['Horror', 'Thriller']
223	tt0455857	When a Stranger Calls	Driven to Madness Scene	2006.0	gnlvKhPzx5A	['Horror', 'Thriller']
224	tt0455857	When a Stranger Calls	What Do You Want? Scene	2006.0	ZXkKHnmKWoI	['Horror', 'Thriller']
