	path	genre	Action	Adventure	Comedy	Crime	Drama	Horror	Romance	Thriller
75	frames\Crime_Drama\XNZRK35VNrk\2346.jpg	['Crime', 'Drama']	0	0	0	1	1	0	0	0
76	frames\Crime_Drama\XNZRK35VNrk\966.jpg	['Crime', 'Drama']	0	0	0	1	1	0	0	0
77	frames\Crime_Drama\XNZRK35VNrk\46.jpg	['Crime', 'Drama']	0	0	0	1	1	0	0	0
78	frames\Crime_Drama\XNZRK35VNrk\2116.jpg	['Crime', 'Drama']	0	0	0	1	1	0	0	0
79	frames\Crime_Drama\XNZRK35VNrk\506.jpg	['Crime', 'Drama']	0	0	0	1	1	0	0	0
80	frames\Crime_Drama\XNZRK35VNrk\1656.jpg	['Crime', 'Drama']	0	0	0	1	1	0	0	0
81	frames\Crime_Drama\XNZRK35VNrk\1886.jpg	['Crime', 'Drama']	0	0	0	1	1	0	0	0
82	frames\Crime_Drama\XNZRK35VNrk\276.jpg	['Crime', 'Drama']	0	0	0	1	1	0	0	0
83	frames\Comedy_Drama\U1v_Ed4QFC4\2346.jpg	['Comedy', 'Drama']	0	0	1	0	1	0	0	0
84	frames\Comedy_Drama\U1v_Ed4QFC4\2576.jpg	['Comedy', 'Drama']	0	0	1	0	1	0	0	0
85	frames\Comedy_Drama\U1v_Ed4QFC4\736.jpg	['Comedy', 'Drama']	0	0	1	0	1	0	0	0
86	frames\Comedy_Drama\U1v_Ed4QFC4\506.jpg	['Comedy', 'Drama']	0	0	1	0	1	0	0	0
87	frames\Comedy_Drama\U1v_Ed4QFC4\966.jpg	['Comedy', 'Drama']	0	0	1	0	1	0	0	0
88	frames\Comedy_Drama\U1v_Ed4QFC4\1656.jpg	['Comedy', 'Drama']	0	0	1	0	1	0	0	0
89	frames\Comedy_Drama\U1v_Ed4QFC4\276.jpg	['Comedy', 'Drama']	0	0	1	0	1	0	0	0
90	frames\Comedy_Drama\U1v_Ed4QFC4\1886.jpg	['Comedy', 'Drama']	0	0	1	0	1	0	0	0
91	frames\Comedy_Drama\U1v_Ed4QFC4\46.jpg	['Comedy', 'Drama']	0	0	1	0	1	0	0	0
92	frames\Comedy_Drama\U1v_Ed4QFC4\3036.jpg	['Comedy', 'Drama']	0	0	1	0	1	0	0	0
93	frames\Comedy_Drama\U1v_Ed4QFC4\3266.jpg	['Comedy', 'Drama']	0	0	1	0	1	0	0	0
94	frames\Comedy_Drama\U1v_Ed4QFC4\1426.jpg	['Comedy', 'Drama']	0	0	1	0	1	0	0	0
95	frames\Comedy_Drama\U1v_Ed4QFC4\2806.jpg	['Comedy', 'Drama']	0	0	1	0	1	0	0	0
96	frames\Comedy_Drama\U1v_Ed4QFC4\1196.jpg	['Comedy', 'Drama']	0	0	1	0	1	0	0	0
97	frames\Comedy_Drama\U1v_Ed4QFC4\3496.jpg	['Comedy', 'Drama']	0	0	1	0	1	0	0	0
98	frames\Comedy_Drama\U1v_Ed4QFC4\2116.jpg	['Comedy', 'Drama']	0	0	1	0	1	0	0	0
99	frames\Crime_Drama\rfeKwl7Dyg0\2806.jpg	['Crime', 'Drama']	0	0	0	1	1	0	0	0
100	frames\Crime_Drama\rfeKwl7Dyg0\1196.jpg	['Crime', 'Drama']	0	0	0	1	1	0	0	0
101	frames\Crime_Drama\rfeKwl7Dyg0\966.jpg	['Crime', 'Drama']	0	0	0	1	1	0	0	0
102	frames\Crime_Drama\rfeKwl7Dyg0\46.jpg	['Crime', 'Drama']	0	0	0	1	1	0	0	0
103	frames\Crime_Drama\rfeKwl7Dyg0\276.jpg	['Crime', 'Drama']	0	0	0	1	1	0	0	0
104	frames\Crime_Drama\rfeKwl7Dyg0\1656.jpg	['Crime', 'Drama']	0	0	0	1	1	0	0	0
105	frames\Crime_Drama\rfeKwl7Dyg0\1886.jpg	['Crime', 'Drama']	0	0	0	1	1	0	0	0
106	frames\Crime_Drama\rfeKwl7Dyg0\506.jpg	['Crime', 'Drama']	0	0	0	1	1	0	0	0
107	frames\Crime_Drama\rfeKwl7Dyg0\1426.jpg	['Crime', 'Drama']	0	0	0	1	1	0	0	0
108	frames\Crime_Drama\rfeKwl7Dyg0\2116.jpg	['Crime', 'Drama']	0	0	0	1	1	0	0	0
109	frames\Crime_Drama\rfeKwl7Dyg0\2576.jpg	['Crime', 'Drama']	0	0	0	1	1	0	0	0
110	frames\Crime_Drama\rfeKwl7Dyg0\736.jpg	['Crime', 'Drama']	0	0	0	1	1	0	0	0
111	frames\Crime_Drama\rfeKwl7Dyg0\2346.jpg	['Crime', 'Drama']	0	0	0	1	1	0	0	0
112	frames\Drama\tUkE9qaVgmo\2346.jpg	['Drama']	0	0	0	0	1	0	0	0
113	frames\Drama\tUkE9qaVgmo\276.jpg	['Drama']	0	0	0	0	1	0	0	0
114	frames\Drama\tUkE9qaVgmo\46.jpg	['Drama']	0	0	0	0	1	0	0	0
115	frames\Drama\tUkE9qaVgmo\2116.jpg	['Drama']	0	0	0	0	1	0	0	0
116	frames\Drama\tUkE9qaVgmo\1656.jpg	['Drama']	0	0	0	0	1	0	0	0
117	frames\Drama\tUkE9qaVgmo\966.jpg	['Drama']	0	0	0	0	1	0	0	0
118	frames\Drama\tUkE9qaVgmo\506.jpg	['Drama']	0	0	0	0	1	0	0	0
119	frames\Drama\tUkE9qaVgmo\1886.jpg	['Drama']	0	0	0	0	1	0	0	0
120	frames\Drama\tUkE9qaVgmo\736.jpg	['Drama']	0	0	0	0	1	0	0	0
121	frames\Drama\tUkE9qaVgmo\1426.jpg	['Drama']	0	0	0	0	1	0	0	0
122	frames\Drama\tUkE9qaVgmo\1196.jpg	['Drama']	0	0	0	0	1	0	0	0
123	frames\Drama\tUkE9qaVgmo\2576.jpg	['Drama']	0	0	0	0	1	0	0	0
124	frames\Action\tqtqEZqGg5A\1886.jpg	['Action']	1	0	0	0	0	0	0	0
125	frames\Action\tqtqEZqGg5A\1426.jpg	['Action']	1	0	0	0	0	0	0	0
126	frames\Action\tqtqEZqGg5A\736.jpg	['Action']	1	0	0	0	0	0	0	0
127	frames\Action\tqtqEZqGg5A\46.jpg	['Action']	1	0	0	0	0	0	0	0
128	frames\Action\tqtqEZqGg5A\1196.jpg	['Action']	1	0	0	0	0	0	0	0
129	frames\Action\tqtqEZqGg5A\2576.jpg	['Action']	1	0	0	0	0	0	0	0
130	frames\Action\tqtqEZqGg5A\966.jpg	['Action']	1	0	0	0	0	0	0	0
131	frames\Action\tqtqEZqGg5A\1656.jpg	['Action']	1	0	0	0	0	0	0	0
132	frames\Action\tqtqEZqGg5A\2116.jpg	['Action']	1	0	0	0	0	0	0	0
133	frames\Action\tqtqEZqGg5A\506.jpg	['Action']	1	0	0	0	0	0	0	0
134	frames\Action\tqtqEZqGg5A\2346.jpg	['Action']	1	0	0	0	0	0	0	0
135	frames\Action\tqtqEZqGg5A\276.jpg	['Action']	1	0	0	0	0	0	0	0
136	frames\Action_Adventure\zsqpY4w2e1Q\1656.jpg	['Action', 'Adventure']	1	1	0	0	0	0	0	0
137	frames\Action_Adventure\zsqpY4w2e1Q\736.jpg	['Action', 'Adventure']	1	1	0	0	0	0	0	0
138	frames\Action_Adventure\zsqpY4w2e1Q\966.jpg	['Action', 'Adventure']	1	1	0	0	0	0	0	0
139	frames\Action_Adventure\zsqpY4w2e1Q\1196.jpg	['Action', 'Adventure']	1	1	0	0	0	0	0	0
140	frames\Action_Adventure\zsqpY4w2e1Q\46.jpg	['Action', 'Adventure']	1	1	0	0	0	0	0	0
141	frames\Action_Adventure\zsqpY4w2e1Q\2576.jpg	['Action', 'Adventure']	1	1	0	0	0	0	0	0
142	frames\Action_Adventure\zsqpY4w2e1Q\506.jpg	['Action', 'Adventure']	1	1	0	0	0	0	0	0
143	frames\Action_Adventure\zsqpY4w2e1Q\2346.jpg	['Action', 'Adventure']	1	1	0	0	0	0	0	0
144	frames\Action_Adventure\zsqpY4w2e1Q\1426.jpg	['Action', 'Adventure']	1	1	0	0	0	0	0	0
145	frames\Action_Adventure\zsqpY4w2e1Q\2116.jpg	['Action', 'Adventure']	1	1	0	0	0	0	0	0
146	frames\Action_Adventure\zsqpY4w2e1Q\276.jpg	['Action', 'Adventure']	1	1	0	0	0	0	0	0
147	frames\Action_Adventure\zsqpY4w2e1Q\1886.jpg	['Action', 'Adventure']	1	1	0	0	0	0	0	0
148	frames\Adventure_Drama\r5zhPLNGAOE\736.jpg	['Adventure', 'Drama']	0	1	0	0	1	0	0	0
149	frames\Adventure_Drama\r5zhPLNGAOE\2346.jpg	['Adventure', 'Drama']	0	1	0	0	1	0	0	0
150	frames\Adventure_Drama\r5zhPLNGAOE\46.jpg	['Adventure', 'Drama']	0	1	0	0	1	0	0	0
151	frames\Adventure_Drama\r5zhPLNGAOE\3036.jpg	['Adventure', 'Drama']	0	1	0	0	1	0	0	0
152	frames\Adventure_Drama\r5zhPLNGAOE\276.jpg	['Adventure', 'Drama']	0	1	0	0	1	0	0	0
153	frames\Adventure_Drama\r5zhPLNGAOE\1196.jpg	['Adventure', 'Drama']	0	1	0	0	1	0	0	0
154	frames\Adventure_Drama\r5zhPLNGAOE\2806.jpg	['Adventure', 'Drama']	0	1	0	0	1	0	0	0
155	frames\Adventure_Drama\r5zhPLNGAOE\1656.jpg	['Adventure', 'Drama']	0	1	0	0	1	0	0	0
156	frames\Adventure_Drama\r5zhPLNGAOE\2116.jpg	['Adventure', 'Drama']	0	1	0	0	1	0	0	0
157	frames\Adventure_Drama\r5zhPLNGAOE\2576.jpg	['Adventure', 'Drama']	0	1	0	0	1	0	0	0
158	frames\Adventure_Drama\r5zhPLNGAOE\3266.jpg	['Adventure', 'Drama']	0	1	0	0	1	0	0	0
159	frames\Adventure_Drama\r5zhPLNGAOE\1426.jpg	['Adventure', 'Drama']	0	1	0	0	1	0	0	0
160	frames\Adventure_Drama\r5zhPLNGAOE\1886.jpg	['Adventure', 'Drama']	0	1	0	0	1	0	0	0
161	frames\Adventure_Drama\r5zhPLNGAOE\966.jpg	['Adventure', 'Drama']	0	1	0	0	1	0	0	0
162	frames\Adventure_Drama\r5zhPLNGAOE\506.jpg	['Adventure', 'Drama']	0	1	0	0	1	0	0	0
163	frames\Action_Adventure\g9U0df6KJiA\46.jpg	['Action', 'Adventure']	1	1	0	0	0	0	0	0
164	frames\Action_Adventure\g9U0df6KJiA\1426.jpg	['Action', 'Adventure']	1	1	0	0	0	0	0	0
165	frames\Action_Adventure\g9U0df6KJiA\1886.jpg	['Action', 'Adventure']	1	1	0	0	0	0	0	0
166	frames\Action_Adventure\g9U0df6KJiA\506.jpg	['Action', 'Adventure']	1	1	0	0	0	0	0	0
167	frames\Action_Adventure\g9U0df6KJiA\2116.jpg	['Action', 'Adventure']	1	1	0	0	0	0	0	0
168	frames\Action_Adventure\g9U0df6KJiA\736.jpg	['Action', 'Adventure']	1	1	0	0	0	0	0	0
169	frames\Action_Adventure\g9U0df6KJiA\1196.jpg	['Action', 'Adventure']	1	1	0	0	0	0	0	0
170	frames\Action_Adventure\g9U0df6KJiA\966.jpg	['Action', 'Adventure']	1	1	0	0	0	0	0	0
171	frames\Action_Adventure\g9U0df6KJiA\2576.jpg	['Action', 'Adventure']	1	1	0	0	0	0	0	0
172	frames\Action_Adventure\g9U0df6KJiA\2346.jpg	['Action', 'Adventure']	1	1	0	0	0	0	0	0
173	frames\Action_Adventure\g9U0df6KJiA\276.jpg	['Action', 'Adventure']	1	1	0	0	0	0	0	0
174	frames\Action_Adventure\g9U0df6KJiA\1656.jpg	['Action', 'Adventure']	1	1	0	0	0	0	0	0
175	frames\Horror\uwV4iMoc7xg\276.jpg	['Horror']	0	0	0	0	0	1	0	0
176	frames\Horror\uwV4iMoc7xg\966.jpg	['Horror']	0	0	0	0	0	1	0	0
177	frames\Horror\uwV4iMoc7xg\1196.jpg	['Horror']	0	0	0	0	0	1	0	0
178	frames\Horror\uwV4iMoc7xg\506.jpg	['Horror']	0	0	0	0	0	1	0	0
179	frames\Horror\uwV4iMoc7xg\46.jpg	['Horror']	0	0	0	0	0	1	0	0
180	frames\Horror\uwV4iMoc7xg\736.jpg	['Horror']	0	0	0	0	0	1	0	0
181	frames\Horror\uwV4iMoc7xg\1426.jpg	['Horror']	0	0	0	0	0	1	0	0
182	frames\Action_Comedy\t4M3hbVh3U4\1426.jpg	['Action', 'Comedy']	1	0	1	0	0	0	0	0
183	frames\Action_Comedy\t4M3hbVh3U4\2576.jpg	['Action', 'Comedy']	1	0	1	0	0	0	0	0
184	frames\Action_Comedy\t4M3hbVh3U4\46.jpg	['Action', 'Comedy']	1	0	1	0	0	0	0	0
185	frames\Action_Comedy\t4M3hbVh3U4\276.jpg	['Action', 'Comedy']	1	0	1	0	0	0	0	0
186	frames\Action_Comedy\t4M3hbVh3U4\966.jpg	['Action', 'Comedy']	1	0	1	0	0	0	0	0
187	frames\Action_Comedy\t4M3hbVh3U4\1886.jpg	['Action', 'Comedy']	1	0	1	0	0	0	0	0
188	frames\Action_Comedy\t4M3hbVh3U4\736.jpg	['Action', 'Comedy']	1	0	1	0	0	0	0	0
189	frames\Action_Comedy\t4M3hbVh3U4\506.jpg	['Action', 'Comedy']	1	0	1	0	0	0	0	0
190	frames\Action_Comedy\t4M3hbVh3U4\2116.jpg	['Action', 'Comedy']	1	0	1	0	0	0	0	0
191	frames\Action_Comedy\t4M3hbVh3U4\2346.jpg	['Action', 'Comedy']	1	0	1	0	0	0	0	0
192	frames\Action_Comedy\t4M3hbVh3U4\1656.jpg	['Action', 'Comedy']	1	0	1	0	0	0	0	0
193	frames\Action_Comedy\t4M3hbVh3U4\1196.jpg	['Action', 'Comedy']	1	0	1	0	0	0	0	0
194	frames\Horror_Thriller\7tg6TqW7u-A\1886.jpg	['Horror', 'Thriller']	0	0	0	0	0	1	0	1
195	frames\Horror_Thriller\7tg6TqW7u-A\966.jpg	['Horror', 'Thriller']	0	0	0	0	0	1	0	1
196	frames\Horror_Thriller\7tg6TqW7u-A\1656.jpg	['Horror', 'Thriller']	0	0	0	0	0	1	0	1
197	frames\Horror_Thriller\7tg6TqW7u-A\46.jpg	['Horror', 'Thriller']	0	0	0	0	0	1	0	1
198	frames\Horror_Thriller\7tg6TqW7u-A\1196.jpg	['Horror', 'Thriller']	0	0	0	0	0	1	0	1
199	frames\Horror_Thriller\7tg6TqW7u-A\736.jpg	['Horror', 'Thriller']	0	0	0	0	0	1	0	1
200	frames\Horror_Thriller\7tg6TqW7u-A\1426.jpg	['Horror', 'Thriller']	0	0	0	0	0	1	0	1
201	frames\Horror_Thriller\7tg6TqW7u-A\276.jpg	['Horror', 'Thriller']	0	0	0	0	0	1	0	1
202	frames\Horror_Thriller\7tg6TqW7u-A\506.jpg	['Horror', 'Thriller']	0	0	0	0	0	1	0	1
203	frames\Action_Adventure\FBpdDE96XhE\276.jpg	['Action', 'Adventure']	1	1	0	0	0	0	0	0
204	frames\Action_Adventure\FBpdDE96XhE\736.jpg	['Action', 'Adventure']	1	1	0	0	0	0	0	0
205	frames\Action_Adventure\FBpdDE96XhE\1196.jpg	['Action', 'Adventure']	1	1	0	0	0	0	0	0
206	frames\Action_Adventure\FBpdDE96XhE\506.jpg	['Action', 'Adventure']	1	1	0	0	0	0	0	0
207	frames\Action_Adventure\FBpdDE96XhE\46.jpg	['Action', 'Adventure']	1	1	0	0	0	0	0	0
208	frames\Action_Adventure\FBpdDE96XhE\966.jpg	['Action', 'Adventure']	1	1	0	0	0	0	0	0
209	frames\Action_Adventure\FBpdDE96XhE\1426.jpg	['Action', 'Adventure']	1	1	0	0	0	0	0	0
210	frames\Drama\XHGWTDHchVQ\736.jpg	['Drama']	0	0	0	0	1	0	0	0
211	frames\Drama\XHGWTDHchVQ\1426.jpg	['Drama']	0	0	0	0	1	0	0	0
212	frames\Drama\XHGWTDHchVQ\1886.jpg	['Drama']	0	0	0	0	1	0	0	0
213	frames\Drama\XHGWTDHchVQ\506.jpg	['Drama']	0	0	0	0	1	0	0	0
214	frames\Drama\XHGWTDHchVQ\2806.jpg	['Drama']	0	0	0	0	1	0	0	0
215	frames\Drama\XHGWTDHchVQ\966.jpg	['Drama']	0	0	0	0	1	0	0	0
216	frames\Drama\XHGWTDHchVQ\1656.jpg	['Drama']	0	0	0	0	1	0	0	0
217	frames\Drama\XHGWTDHchVQ\46.jpg	['Drama']	0	0	0	0	1	0	0	0
218	frames\Drama\XHGWTDHchVQ\2116.jpg	['Drama']	0	0	0	0	1	0	0	0
219	frames\Drama\XHGWTDHchVQ\276.jpg	['Drama']	0	0	0	0	1	0	0	0
220	frames\Drama\XHGWTDHchVQ\2576.jpg	['Drama']	0	0	0	0	1	0	0	0
221	frames\Drama\XHGWTDHchVQ\1196.jpg	['Drama']	0	0	0	0	1	0	0	0
222	frames\Drama\XHGWTDHchVQ\2346.jpg	['Drama']	0	0	0	0	1	0	0	0
223	frames\Thriller\nQBrfPjwAfQ\2346.jpg	['Thriller']	0	0	0	0	0	0	0	1
224	frames\Thriller\nQBrfPjwAfQ\736.jpg	['Thriller']	0	0	0	0	0	0	0	1
225	frames\Thriller\nQBrfPjwAfQ\1886.jpg	['Thriller']	0	0	0	0	0	0	0	1
226	frames\Thriller\nQBrfPjwAfQ\2806.jpg	['Thriller']	0	0	0	0	0	0	0	1
227	frames\Thriller\nQBrfPjwAfQ\276.jpg	['Thriller']	0	0	0	0	0	0	0	1
228	frames\Thriller\nQBrfPjwAfQ\46.jpg	['Thriller']	0	0	0	0	0	0	0	1
229	frames\Thriller\nQBrfPjwAfQ\966.jpg	['Thriller']	0	0	0	0	0	0	0	1
230	frames\Thriller\nQBrfPjwAfQ\506.jpg	['Thriller']	0	0	0	0	0	0	0	1
231	frames\Thriller\nQBrfPjwAfQ\3036.jpg	['Thriller']	0	0	0	0	0	0	0	1
232	frames\Thriller\nQBrfPjwAfQ\1196.jpg	['Thriller']	0	0	0	0	0	0	0	1
233	frames\Thriller\nQBrfPjwAfQ\2576.jpg	['Thriller']	0	0	0	0	0	0	0	1
234	frames\Thriller\nQBrfPjwAfQ\1656.jpg	['Thriller']	0	0	0	0	0	0	0	1
235	frames\Thriller\nQBrfPjwAfQ\1426.jpg	['Thriller']	0	0	0	0	0	0	0	1
236	frames\Thriller\nQBrfPjwAfQ\2116.jpg	['Thriller']	0	0	0	0	0	0	0	1
237	frames\Comedy_Romance\uw63_YyNsF4\1886.jpg	['Comedy', 'Romance']	0	0	1	0	0	0	1	0
238	frames\Comedy_Romance\uw63_YyNsF4\2576.jpg	['Comedy', 'Romance']	0	0	1	0	0	0	1	0
239	frames\Comedy_Romance\uw63_YyNsF4\736.jpg	['Comedy', 'Romance']	0	0	1	0	0	0	1	0
240	frames\Comedy_Romance\uw63_YyNsF4\506.jpg	['Comedy', 'Romance']	0	0	1	0	0	0	1	0
241	frames\Comedy_Romance\uw63_YyNsF4\2116.jpg	['Comedy', 'Romance']	0	0	1	0	0	0	1	0
242	frames\Comedy_Romance\uw63_YyNsF4\1656.jpg	['Comedy', 'Romance']	0	0	1	0	0	0	1	0
243	frames\Comedy_Romance\uw63_YyNsF4\46.jpg	['Comedy', 'Romance']	0	0	1	0	0	0	1	0
244	frames\Comedy_Romance\uw63_YyNsF4\1426.jpg	['Comedy', 'Romance']	0	0	1	0	0	0	1	0
