	imdbid	title	clip_name	year	videoid	genre
136	tt0814075	Deliver Us from Evil	The Letter	2006.0	uvQFoM1fj0E	['Crime']
137	tt0104107	Diggstown	Flatulence Scene	1992.0	P20hrE8pmoI	['Drama']
138	tt0129290	Patch Adams	Revealing Graduation	1998.0	kx2FhY_akDY	['Comedy', 'Drama']
139	tt0120693	Half Baked	Thurgood Gets Some Medical Marijuana	1998.0	GDHVi3h6ZXw	['Comedy', 'Crime']
140	tt0075765	Black Sunday	The Shadow in the Picture	1977.0	SWjCrhbuvCM	['Adventure', 'Crime', 'Drama']
141	tt0396171	Perfume	An Angel	2006.0	xtz6dAjWz3g	['Crime', 'Drama']
142	tt0099329	Cry-Baby	Turkey Point is Open for Business	1990.0	A4DSD-ZbhoY	['Comedy']
143	tt0172493	Girl, Interrupted	Borderline Scene	1999.0	GEAh4nF90iw	['Drama']
144	tt1136608	District 9	Entering the Alien Ship	2009.0	_U-WwYlinTw	['Action', 'Thriller']
145	tt0816711	World War Z	Zombie Camouflage	2013.0	PAkRrp46SBE	['Action', 'Adventure', 'Horror']
146	tt0282120	The Wild Thornberrys Movie	Stampede!	2002.0	Kuwa9UzfMGg	['Adventure', 'Comedy']
147	tt0070460	Day for Night	The Wrong Door Scene	1973.0	uFNIrs3jtEQ	['Comedy', 'Drama', 'Romance']
148	tt0138097	Shakespeare in Love	It Is a New World	1998.0	OJZhDHdlk3w	['Comedy', 'Drama']
149	tt0070915	White Lightning	Gator's Escape	1973.0	cRsKzW5Fszc	['Action', 'Drama', 'Crime']
150	tt0114287	Rob Roy	Robert Teaches a Lesson	1995.0	xR1YEOrYOdw	['Adventure', 'Drama']
151	tt0995039	Ghost Town	Gross Invasion of My Privacy	2008.0	aOAgGeW7abs	['Comedy', 'Drama']
152	tt0070379	Mean Streets	Which One Do You Want?	1973.0	OopV0xphrrA	['Crime', 'Drama', 'Thriller']
153	tt0089200	Ghoulies	Summoning the	1985.0	r7J-Qx2InoU	['Comedy', 'Horror']
154	tt0062153	The President's Analyst	The Science of Microelectronics	1967.0	BuwF3dRJiS8	['Comedy', 'Thriller']
155	tt0139699	Varsity Blues	One for Wendell	1999.0	UtRR6sLexR8	['Comedy', 'Drama', 'Romance']
156	tt0110950	Reality Bites	Non-Practicing Virgin	1994.0	YVOKgKYJB2E	['Comedy', 'Drama', 'Romance']
157	tt0080761	Friday the 13th	Killing Mrs. Voorhees	1980.0	36FJgdiYYs4	['Horror', 'Thriller']
158	tt0250687	Rat Race	Hitler's Car	2001.0	4dsgQb3jkk4	['Adventure', 'Comedy']
159	tt0067589	Plaza Suite	That's a Sweet Girl	1971.0	PBF9pOAjXt0	['Comedy', 'Drama', 'Romance']
160	tt0060736	The Naked Prey	Foreign Intruders	1966.0	lk1As4QnaCc	['Adventure', 'Drama', 'Thriller']
161	tt0080339	Airplane!	Don't Call Me Shirley	1980.0	ixljWVyPby0	['Comedy']
162	tt0086465	Trading Places	Haggling at the Pawnshop	1983.0	jLo7tHDHgOc	['Comedy']
163	tt0441773	Kung Fu Panda	Fight for the Dragon Scroll Scene	2008.0	AhbCYVILusc	['Action', 'Adventure']
164	tt0093409	Lethal Weapon	I'm Too Old For This Sh**	1987.0	vcxEgyiu16Q	['Action', 'Crime', 'Thriller']
165	tt1097013	Next Day Air	Don't Fire Me!	2009.0	xdQyp5ewyew	['Action', 'Comedy', 'Crime']
166	tt0465580	Push	Psychic Showdown	2009.0	NNfMLLVwiN0	['Action', 'Thriller']
167	tt0088930	Clue	For She's a Jolly Good Fellow	1985.0	n3PGfjyctSQ	['Comedy', 'Crime']
168	tt0078111	Pretty Baby	The Girls at the Lake	1978.0	BvwCwDf6J3w	['Drama']
169	tt1212419	Hereafter	The Experience of Death	2010.0	P4KH_RSZyl8	['Drama', 'Romance']
170	tt0078504	The Wiz	I'm a Mean Old Lion	1978.0	WjyJ_ZUEMEw	['Adventure']
171	tt0100680	Stanley & Iris	Stanley Notices Iris' Sweaters	1990.0	2SnugUXqVJc	['Drama', 'Romance']
172	tt1423894	Barney's Version	The Pause	2010.0	v-tma5YRyGg	['Comedy', 'Drama']
173	tt0061512	Cool Hand Luke	Eating the Eggs Scene	1967.0	k3oMPqUTxCE	['Crime', 'Drama']
174	tt0106673	Dave	I Don't Think You Were Pretending	1993.0	njHGa4f1LwY	['Comedy', 'Romance']
175	tt0080745	Flash Gordon	Hawkmen vs. Ajax	1980.0	Y6B9nkrSuMI	['Action', 'Adventure']
176	tt0309912	Nicholas Nickleby	One Great Crash	2002.0	ky1semsHhAY	['Adventure', 'Drama', 'Romance']
177	tt0372588	Team America: World Police	Derka Derka	2004.0	DIlG9aSMCpg	['Action', 'Comedy']
178	tt0120744	The Man in the Iron Mask	There Are Riots in Paris	1998.0	h8c0Q6aqZG8	['Action', 'Adventure', 'Drama']
179	tt0837562	Hotel Transylvania	Johnnystein Scene	2012.0	vHBKdIq9RGs	['Comedy']
180	tt0891527	Lions for Lambs	"The ""Science"" in Politics Scene"	2007.0	MvRfyxGjA90	['Crime', 'Drama']
181	tt0122690	Ronin	Sam's Surgery	1998.0	bMDdjhWe9NQ	['Action', 'Crime', 'Thriller']
182	tt0117060	Mission: Impossible	A Mole Hunt Scene	1996.0	KOi9hHjmYq4	['Action', 'Adventure', 'Thriller']
183	tt1226229	Get Him to the Greek	Move to Seattle?	2010.0	6ZcNHOP3wdw	['Comedy']
184	tt0070047	The Exorcist	Take Me!	1973.0	Au-u9RWe0Jo	['Horror']
185	tt0120184	Sphere	We're All Gonna Die Down Here	1998.0	KOxmixap5yw	['Action']
186	tt1291584	Warrior	Brotherly Love	2011.0	0Qkk8a1IVxQ	['Drama']
187	tt0120800	Quest for Camelot	Defeating Ruber	1998.0	GUWxHgIn91w	['Adventure', 'Comedy']
188	tt0092005	Stand by Me	The Pie-Eating Contest	1986.0	zK0JaEde4VI	['Adventure', 'Drama']
189	tt0288477	Ghost Ship	Sinking the Ship Scene	2002.0	cMmi5sRe8wc	['Horror']
190	tt0094072	Summer School	Ladies Night	1987.0	u0kF24ceZMI	['Comedy', 'Romance']
191	tt0089572	The Mean Season	News Gets Made Somewhere Else	1985.0	KggovdPWfpk	['Crime', 'Thriller']
192	tt0087332	Ghostbusters	The Stay Puft Marshmallow Man	1984.0	7aW8oyTgA60	['Action', 'Comedy']
193	tt0094678	Arthur 2: On the Rocks	Thankful for Meatloaf Scene	1988.0	UkIwAAKv_iA	['Comedy', 'Romance']
194	tt0022913	Freaks	It Wasn't Your Fault Scene	1932.0	hqqlSTB5CfU	['Drama']
195	tt0158983	South Park: Bigger Longer & Uncut	Dumping Saddam	1999.0	kTk2jXiuo9s	['Comedy']
196	tt0139654	Training Day	Jake Pleads For His Life	2001.0	IIjzneqtAZA	['Crime', 'Drama', 'Thriller']
197	tt0065528	Catch-22	I Can Do It	1970.0	UdZuHyttXbw	['Comedy', 'Drama']
198	tt0477347	Night at the Museum	Slapping the Monkey	2006.0	o2oR9qYeySU	['Adventure', 'Comedy']
199	tt0112508	Billy Madison	Billy Pees His Pants	1995.0	JRpouK0KmWQ	['Comedy']
200	tt0245429	Spirit	Sound the Bugle Scene	2002.0	futultLrWms	['Adventure']
201	tt0089927	Rocky IV	If He Dies, He Dies	1985.0	EiTYwecY41c	['Drama']
202	tt0379786	Serenity	Mal vs. The Operative	2006.0	tBMAuUeeqdE	['Action', 'Adventure']
203	tt0363226	The Blind Swordsman: Zatoichi	Caught Cheating	2003.0	1UqJgV10-wE	['Action', 'Comedy', 'Crime']
204	tt0371246	Spanglish	A Crack in the Planet Scene	2004.0	VW_Bmy2Cm2c	['Comedy', 'Drama', 'Romance']
205	tt0089175	Fright Night	Goodbye Neighbor Scene	1985.0	kndeWhsNlJs	['Horror', 'Thriller']
206	tt0031381	Gone with the Wind	Scarlett Meets Rhett	1939.0	lrhNPS4nbmQ	['Drama', 'Romance']
207	tt0093822	Raising Arizona	Broken Arrows	1987.0	Ypa0vpmCzdc	['Comedy', 'Crime']
208	tt0079640	North Dallas Forty	Serious Training	1979.0	WEszqunyV0M	['Comedy', 'Drama']
209	tt0892791	Shrek Forever After	Puss Let Himself Go Scene	2010.0	TJa_A5cVd-w	['Adventure', 'Comedy']
210	tt0057413	The Pink Panther	Two Monkeys	1963.0	5485fd0CtKw	['Comedy', 'Crime', 'Romance']
211	tt0163025	Jurassic Park 3	Billy Saves Erik	2001.0	KFJmxST-xRI	['Action', 'Adventure']
212	tt0191133	The Fighting Temptations	Singing for the Inmates	2003.0	dMOQv0rb6DY	['Comedy', 'Drama']
213	tt0203019	Men of Honor	Carl Is Injured	2000.0	gh2apPe9pSI	['Drama']
214	tt0096486	Young Einstein	Atomic Overload Scene	1990.0	9YgorDRKoEo	['Comedy']
215	tt0066434	THX 1138	White Void Torture	1971.0	nkQAhpLBok8	['Drama', 'Thriller']
216	tt0116282	Fargo	TruCoat Scene	1996.0	B2LLB9CGfLs	['Crime', 'Drama', 'Thriller']
217	tt0044953	The Naked Spur	Kill Him	1953.0	TH0d-3NnNUM	['Thriller']
218	tt0102103	Impromptu	Fainting at a Duel	1991.0	OcNjc5lfvpM	['Comedy']
219	tt0035423	Kate & Leopold	Kate Crosses the Bridge	2001.0	gJyibprvYQk	['Comedy', 'Romance']
220	tt0096094	She's Having a Baby	Lawnmower: The Musical	1988.0	LDnFpgimHH4	['Comedy', 'Drama', 'Romance']
221	tt0090022	Silverado	He Can't Hurt Me If He's Dead	1985.0	6JynBr-1sSA	['Action', 'Crime', 'Drama']
222	tt0071315	Chinatown	My Sister, My Daughter	1974.0	wnrdetFAo1o	['Drama', 'Thriller']
223	tt0180734	Hardball	Covering the Spread	2001.0	NOphOh3EqKI	['Drama']
224	tt0098042	Out Cold	Lucky Accident	1989.0	s2xKn06X9cQ	['Comedy', 'Drama', 'Thriller']
225	tt0162346	Ghost World	Seymour Attacks Josh Scene	2001.0	A83gS4JJXXE	['Comedy', 'Drama']
226	tt0120616	The Mummy	Scarab Attack	1999.0	GJP8XTzpOCw	['Action', 'Adventure']
227	tt0120891	Wild Wild West	A Breast of Fresh Air	1999.0	SrJEWL6QHzo	['Action', 'Comedy']
228	tt0071315	Chinatown	It's	1974.0	7uSz0mEtEsQ	['Drama', 'Thriller']
229	tt0287717	Spy Kids 2: Island of Lost Dreams	Machete's Gadgets Scene	2002.0	AzGePmv0GD8	['Action', 'Adventure', 'Comedy']
230	tt0109831	Four Weddings and a Funeral	He Was My North	1994.0	xn3J0iYO7sw	['Comedy', 'Drama', 'Romance']
231	tt1477076	Saw: The Final Chapter	The Fear of Not Knowing	2010.0	01qhgR0WsnA	['Adventure', 'Horror']
232	tt0080895	How to Beat the High Cost	Divorce by Answering Machine	1980.0	FzOGfMXmfF0	['Comedy', 'Crime']
233	tt1291584	Warrior	No Win, No Home	2011.0	sy7Lx7jY2SU	['Drama']
234	tt0126886	Election	Seeing Tracy Again	1999.0	OYt6asKb5bw	['Comedy', 'Drama', 'Romance']
235	tt0089886	Real Genius	Jordan Never Sleeps	1985.0	E0aNsWbWr1s	['Comedy', 'Romance']
236	tt0071675	It's Alive	Bloody Playtime Scene	1979.0	ilRq_PR6oi4	['Horror']
237	tt1270797	Venom	We Are  Scene	2018.0	vi9m0JRo71I	['Action', 'Thriller']
238	tt0348505	Asylum	Edgar's Arrest	2005.0	rtqgJvhrswY	['Drama', 'Romance', 'Thriller']
239	tt1578275	The Dilemma	One Shot Scene	2011.0	kIIY1-f_rBg	['Comedy', 'Drama']
240	tt0437800	Akeelah and the Bee	Natural Talent	2006.0	UCehCmHzBzw	['Drama']
241	tt0120184	Sphere	You Think This is Alien?	1998.0	vrVDJcw40BU	['Action']
242	tt0379725	Capote	I Want to Take Your Notebooks	2005.0	AFMFZiFr458	['Crime', 'Drama']
243	tt0918927	Doubt	Pagan Christmas Songs	2008.0	-nh3g6F63qM	['Drama']
244	tt0377818	The Dukes of Hazzard	Fire in the Hole	2005.0	pGZtlbYLpck	['Comedy']
245	tt0454848	Inside Man	Get Rich Or Die Tryin'	2006.0	sYNUp5rAZJo	['Crime', 'Drama']
246	tt0382625	The Da Vinci Code	The Original Old Wives Tale	2006.0	tfL5f6cZlk8	['Action', 'Thriller']
247	tt0416320	Match Point	Believing in Luck	2005.0	u_Bfpbz3owc	['Drama', 'Romance', 'Thriller']
248	tt0117283	The Pallbearer	Painfully Awkward Date	1996.0	P5GNspEWA68	['Comedy', 'Romance']
249	tt0301976	The United States of Leland	Lazy Angels	2003.0	ljdH53Ro0xQ	['Drama']
