Unnamed: 0	path	genre	Act_Adv	Thr_Hor_Cri
41	frames/Horror/kaXM8DMSm-g/966_aug.jpg	Thr_Hor_Cri	0	1
45	frames\Action_Thriller\ZMlGZcr95To\46.jpg	Thr_Hor_Cri	0	1
48	frames\Adventure\jPSjDk0CM68\2116.jpg	Act_Adv	1	0
48	frames/Adventure/jPSjDk0CM68/2116_aug.jpg	Act_Adv	1	0
49	frames\Adventure_Drama\Zx2SsdhKqbk\276.jpg	Act_Adv	1	0
50	frames\Horror_Thriller\7SojZ1TuMsk\276.jpg	Thr_Hor_Cri	0	1
51	frames\Action_Crime\U4DZWsXvRUA\966.jpg	Thr_Hor_Cri	0	1
52	frames\Action_Drama\mKDqrUqOe8Y\2346.jpg	Act_Adv	1	0
56	frames\Adventure_Comedy\JIqfgLLZhAk\2806.jpg	Act_Adv	1	0
57	frames\Action_Adventure\Y6B9nkrSuMI\736.jpg	Act_Adv	1	0
57	frames/Action_Adventure/Y6B9nkrSuMI/736_aug.jpg	Act_Adv	1	0
58	frames\Adventure_Comedy\SR5BfQ4rEqQ\1426.jpg	Act_Adv	1	0
59	frames\Adventure_Comedy\AxpzOZT_C0o\3496.jpg	Act_Adv	1	0
61	frames\Action_Thriller\xiwtX0NC0uA\1886.jpg	Thr_Hor_Cri	0	1
63	frames\Action_Adventure\Jwaw24W2bW0\2576.jpg	Act_Adv	1	0
64	frames\Adventure_Comedy\02Or-Hx3yqc\1196.jpg	Act_Adv	1	0
65	frames\Action\19u6S4Fqnss\966.jpg	Act_Adv	1	0
66	frames\Action_Comedy\LQNKhY7ws48\276.jpg	Act_Adv	1	0
67	frames\Thriller\9l_U2xXb9VI\966.jpg	Thr_Hor_Cri	0	1
67	frames/Thriller/9l_U2xXb9VI/966_aug.jpg	Thr_Hor_Cri	0	1
68	frames\Action_Drama\hLbozjgBIE0\276.jpg	Act_Adv	1	0
69	frames\Drama_Thriller\ja4l7-L7n6M\46.jpg	Thr_Hor_Cri	0	1
70	frames\Horror_Romance\B22vWcjNR9I\736.jpg	Thr_Hor_Cri	0	1
71	frames\Horror\EiVRkqi02a0\276.jpg	Thr_Hor_Cri	0	1
71	frames/Horror/EiVRkqi02a0/276_aug.jpg	Thr_Hor_Cri	0	1
72	frames\Adventure_Comedy\IpW3QbVzNCI\1426.jpg	Act_Adv	1	0
74	frames\Action_Adventure\0UlzQ-bao3Q\506.jpg	Act_Adv	1	0
74	frames/Action_Adventure/0UlzQ-bao3Q/506_aug.jpg	Act_Adv	1	0
75	frames\Comedy_Horror\qcFM5Xhg8W8\1196.jpg	Thr_Hor_Cri	0	1
76	frames\Adventure_Comedy\Gt4t3ZZsAnQ\46.jpg	Act_Adv	1	0
78	frames\Adventure_Comedy\vaJ2yQC_ktY\4876.jpg	Act_Adv	1	0
79	frames\Action_Drama\JDbwEQG2cqI\1886.jpg	Act_Adv	1	0
80	frames\Action_Drama\0pRYoClF9w4\1426.jpg	Act_Adv	1	0
81	frames\Adventure\Jah71XURbIg\1886.jpg	Act_Adv	1	0
82	frames\Adventure\IZcMgDET-fY\1196.jpg	Act_Adv	1	0
83	frames\Comedy_Horror\6JSqeViZRU0\966.jpg	Thr_Hor_Cri	0	1
83	frames/Comedy_Horror/6JSqeViZRU0/966_aug.jpg	Thr_Hor_Cri	0	1
84	frames\Action\19u6S4Fqnss\2806.jpg	Act_Adv	1	0
85	frames\Action_Adventure\C1NgX-w54RY\2576.jpg	Act_Adv	1	0
87	frames\Action_Comedy\ioE_djgs810\506.jpg	Act_Adv	1	0
88	frames\Action_Horror\Ao5TqA-l2cg\736.jpg	Thr_Hor_Cri	0	1
90	frames\Adventure_Comedy\9L-HJ7BVR6A\1426.jpg	Act_Adv	1	0
91	frames\Action_Crime\3yqPdLURXjI\2116.jpg	Thr_Hor_Cri	0	1
93	frames\Adventure_Drama\fEcClEBT6QU\3496.jpg	Act_Adv	1	0
97	frames\Action_Thriller\XdMuekkeCeU\2116.jpg	Thr_Hor_Cri	0	1
97	frames/Action_Thriller/XdMuekkeCeU/2116_aug.jpg	Thr_Hor_Cri	0	1
98	frames\Comedy_Horror\kgfgiLlW-yw\276.jpg	Thr_Hor_Cri	0	1
100	frames\Adventure_Comedy\mlHF0Vv7yEc\1196.jpg	Act_Adv	1	0
102	frames\Adventure_Drama\k-WrZcFJo2k\2116.jpg	Act_Adv	1	0
103	frames\Adventure_Comedy\P7-rs7H1CAE\46.jpg	Act_Adv	1	0
105	frames\Thriller\9RRGvAB4HF8\46.jpg	Thr_Hor_Cri	0	1
105	frames/Thriller/9RRGvAB4HF8/46_aug.jpg	Thr_Hor_Cri	0	1
108	frames\Action_Drama\4d9fx7umXgg\46.jpg	Act_Adv	1	0
109	frames\Action_Comedy\BavTQmiA9mc\1196.jpg	Act_Adv	1	0
110	frames\Crime_Drama\gRNkQRhMUiE\276.jpg	Thr_Hor_Cri	0	1
111	frames\Action_Adventure\_JZ7U3FsOJ4\46.jpg	Act_Adv	1	0
111	frames/Action_Adventure/_JZ7U3FsOJ4/46_aug.jpg	Act_Adv	1	0
113	frames\Adventure\kBErrmmqnkI\1886.jpg	Act_Adv	1	0
114	frames\Drama_Thriller\7uSz0mEtEsQ\276.jpg	Thr_Hor_Cri	0	1
115	frames\Adventure_Comedy\vaJ2yQC_ktY\2806.jpg	Act_Adv	1	0
119	frames\Action_Adventure\2pVPaPFm5iI\506.jpg	Act_Adv	1	0
120	frames\Crime_Drama\ozf32hrXGiY\2116.jpg	Thr_Hor_Cri	0	1
122	frames\Crime_Horror\VwP_-8SCu5s\2346.jpg	Thr_Hor_Cri	0	1
125	frames\Horror\kR3VW07XfUo\506.jpg	Thr_Hor_Cri	0	1
126	frames\Adventure_Comedy\g0AMLVSBfSs\1426.jpg	Act_Adv	1	0
128	frames\Adventure\vQLNS3HWfCM\1196.jpg	Act_Adv	1	0
129	frames\Action\JYVhLnjKKC8\3496.jpg	Act_Adv	1	0
132	frames\Action_Crime\2aN2OU0pk-Q\1886.jpg	Thr_Hor_Cri	0	1
134	frames\Action_Horror\2sX5DMSCipI\1886.jpg	Thr_Hor_Cri	0	1
135	frames\Adventure_Comedy\f-DgdMpSo7c\506.jpg	Act_Adv	1	0
136	frames\Action_Adventure\lPOo7SzR7Sc\506.jpg	Act_Adv	1	0
138	frames\Action\XAORGJKfEcU\3036.jpg	Act_Adv	1	0
139	frames\Adventure_Comedy\M1uBjOpTa6Y\276.jpg	Act_Adv	1	0
140	frames\Adventure_Drama\cLomnZIvoFs\966.jpg	Act_Adv	1	0
141	frames\Action_Drama\XXk8J83A25A\1656.jpg	Act_Adv	1	0
142	frames\Action_Adventure\VIJIbL0ujtk\736.jpg	Act_Adv	1	0
143	frames\Action_Thriller\R-chvFgDLnM\2116.jpg	Thr_Hor_Cri	0	1
146	frames\Action_Comedy\CdppQAIYPzY\736.jpg	Act_Adv	1	0
147	frames\Crime_Drama\XNZRK35VNrk\736.jpg	Thr_Hor_Cri	0	1
147	frames/Crime_Drama/XNZRK35VNrk/736_aug.jpg	Thr_Hor_Cri	0	1
149	frames\Drama_Thriller\2iWKnf3C8ZY\276.jpg	Thr_Hor_Cri	0	1
149	frames/Drama_Thriller/2iWKnf3C8ZY/276_aug.jpg	Thr_Hor_Cri	0	1
150	frames\Adventure_Comedy\aQqAUXKn7t4\2576.jpg	Act_Adv	1	0
153	frames\Comedy_Horror\03L12Mqkzg8\2576.jpg	Thr_Hor_Cri	0	1
153	frames/Comedy_Horror/03L12Mqkzg8/2576_aug.jpg	Thr_Hor_Cri	0	1
157	frames\Adventure\lVg2pm0YdQ0\46.jpg	Act_Adv	1	0
159	frames\Action_Adventure\2KGv86GLvXo\2346.jpg	Act_Adv	1	0
160	frames\Horror\iBRhat_CcQM\2806.jpg	Thr_Hor_Cri	0	1
160	frames/Horror/iBRhat_CcQM/2806_aug.jpg	Thr_Hor_Cri	0	1
161	frames\Action_Adventure\ypKY-4583qM\736.jpg	Act_Adv	1	0
163	frames\Romance_Thriller\d6HReoQl6Mo\276.jpg	Thr_Hor_Cri	0	1
166	frames\Action_Adventure\AUBx-geW0Tg\1886.jpg	Act_Adv	1	0
168	frames\Horror_Thriller\6esR4uGEFCc\46.jpg	Thr_Hor_Cri	0	1
168	frames/Horror_Thriller/6esR4uGEFCc/46_aug.jpg	Thr_Hor_Cri	0	1
169	frames\Horror\upwUN92OAQU\506.jpg	Thr_Hor_Cri	0	1
169	frames/Horror/upwUN92OAQU/506_aug.jpg	Thr_Hor_Cri	0	1
171	frames\Adventure_Drama\H3KbLBwQFW4\1196.jpg	Act_Adv	1	0
173	frames\Action_Adventure\9HGMxZEl60k\1426.jpg	Act_Adv	1	0
174	frames\Horror\yOWS9e_r5OI\736.jpg	Thr_Hor_Cri	0	1
175	frames\Adventure_Comedy\qYZw_tL0j9U\966.jpg	Act_Adv	1	0
176	frames\Action_Thriller\zuSBq10_5go\3726.jpg	Thr_Hor_Cri	0	1
179	frames\Action_Drama\yRlyvNmVWK0\2346.jpg	Act_Adv	1	0
180	frames\Action_Adventure\SMuET3l5cbc\3956.jpg	Act_Adv	1	0
181	frames\Horror\tz-XJMspLOA\966.jpg	Thr_Hor_Cri	0	1
181	frames/Horror/tz-XJMspLOA/966_aug.jpg	Thr_Hor_Cri	0	1
182	frames\Horror\2m_lqGnLtWA\2576.jpg	Thr_Hor_Cri	0	1
183	frames\Comedy_Crime\gL3mN-UpSyQ\506.jpg	Thr_Hor_Cri	0	1
184	frames\Horror_Thriller\qqWVQuCaB6Y\966.jpg	Thr_Hor_Cri	0	1
187	frames\Action_Drama\4HSdmiu24xQ\1656.jpg	Act_Adv	1	0
188	frames\Action_Thriller\Wl6COOA3V6Y\46.jpg	Thr_Hor_Cri	0	1
189	frames\Adventure_Comedy\AM5EYO5wWMA\2346.jpg	Act_Adv	1	0
190	frames\Action_Comedy\lCs7qjJzoDg\2116.jpg	Act_Adv	1	0
191	frames\Comedy_Crime\BEKzJzaZ0Fk\1886.jpg	Thr_Hor_Cri	0	1
192	frames\Comedy_Crime\38PbAk_SMdo\1196.jpg	Thr_Hor_Cri	0	1
195	frames\Crime_Horror\8O06gqOG3fE\46.jpg	Thr_Hor_Cri	0	1
197	frames\Comedy_Horror\A_ry95V0zNw\1886.jpg	Thr_Hor_Cri	0	1
199	frames\Action\rDGRAHBojWE\736.jpg	Act_Adv	1	0
200	frames\Adventure_Horror\zeSe5X9ALXg\506.jpg	Thr_Hor_Cri	0	1
200	frames/Adventure_Horror/zeSe5X9ALXg/506_aug.jpg	Thr_Hor_Cri	0	1
201	frames\Horror\NdYmIIbYoH0\276.jpg	Thr_Hor_Cri	0	1
202	frames\Drama_Horror\zcZJF81jt4w\1196.jpg	Thr_Hor_Cri	0	1
203	frames\Action_Drama\AwLRD7iEEKI\2116.jpg	Act_Adv	1	0
204	frames\Adventure\go4K4rCFjMQ\2576.jpg	Act_Adv	1	0
205	frames\Action_Adventure\ZEOI34R4iw0\276.jpg	Act_Adv	1	0
206	frames\Action_Adventure\wFg1qWPryvI\1426.jpg	Act_Adv	1	0
209	frames\Drama_Horror\1Pcd6RZexJI\736.jpg	Thr_Hor_Cri	0	1
210	frames\Adventure_Comedy\OuQTes47k14\2576.jpg	Act_Adv	1	0
210	frames/Adventure_Comedy/OuQTes47k14/2576_aug.jpg	Act_Adv	1	0
211	frames\Action_Adventure\Nr6NPOkDbpU\2576.jpg	Act_Adv	1	0
212	frames\Action_Adventure\MVSH6eiGvSM\1886.jpg	Act_Adv	1	0
215	frames\Horror\ZMURdEkb_3Y\736.jpg	Thr_Hor_Cri	0	1
217	frames\Adventure_Comedy\JEsQCm9Q3pk\3036.jpg	Act_Adv	1	0
218	frames\Adventure\7tXcQ8BBqXs\736.jpg	Act_Adv	1	0
219	frames\Horror\fuCEfNfuoiM\276.jpg	Thr_Hor_Cri	0	1
219	frames/Horror/fuCEfNfuoiM/276_aug.jpg	Thr_Hor_Cri	0	1
223	frames\Crime_Drama\nvdBfpA8r4o\736.jpg	Thr_Hor_Cri	0	1
224	frames\Adventure_Comedy\7P9EEB9Mr18\2576.jpg	Act_Adv	1	0
224	frames/Adventure_Comedy/7P9EEB9Mr18/2576_aug.jpg	Act_Adv	1	0
225	frames\Crime_Drama\uzgQ_xwWlkQ\3496.jpg	Thr_Hor_Cri	0	1
225	frames/Crime_Drama/uzgQ_xwWlkQ/3496_aug.jpg	Thr_Hor_Cri	0	1
226	frames\Adventure\FeK3AM7NZzQ\1426.jpg	Act_Adv	1	0
227	frames\Crime_Drama\7eng0FHSiNk\506.jpg	Thr_Hor_Cri	0	1
228	frames\Adventure_Comedy\iwAciIQDE4A\2116.jpg	Act_Adv	1	0
228	frames/Adventure_Comedy/iwAciIQDE4A/2116_aug.jpg	Act_Adv	1	0
230	frames\Adventure_Comedy\kk8MNQHBJkY\2116.jpg	Act_Adv	1	0
232	frames\Action_Drama\CkqAe9DL56w\966.jpg	Act_Adv	1	0
236	frames\Horror_Thriller\iSio5xjSYqs\2346.jpg	Thr_Hor_Cri	0	1
237	frames\Adventure_Comedy\bYO_AhZaG24\2116.jpg	Act_Adv	1	0
238	frames\Action_Thriller\JmxK_pBaG4E\1968.jpg	Thr_Hor_Cri	0	1
239	frames\Horror\qj3TqaXp2Mg\2116.jpg	Thr_Hor_Cri	0	1
239	frames/Horror/qj3TqaXp2Mg/2116_aug.jpg	Thr_Hor_Cri	0	1
240	frames\Action_Thriller\-fvfHqNEmGU\1656.jpg	Thr_Hor_Cri	0	1
240	frames/Action_Thriller/-fvfHqNEmGU/1656_aug.jpg	Thr_Hor_Cri	0	1
241	frames\Adventure_Comedy\bNbi_KLd_Uk\1656.jpg	Act_Adv	1	0
244	frames\Adventure_Comedy\TkyLnWm1iCs\1426.jpg	Act_Adv	1	0
244	frames/Adventure_Comedy/TkyLnWm1iCs/1426_aug.jpg	Act_Adv	1	0
247	frames\Action\JYVhLnjKKC8\46.jpg	Act_Adv	1	0
248	frames\Action_Comedy\zGIIiQyyuYM\2576.jpg	Act_Adv	1	0
249	frames\Adventure_Drama\weHHBdmI_Jw\1426.jpg	Act_Adv	1	0
249	frames/Adventure_Drama/weHHBdmI_Jw/1426_aug.jpg	Act_Adv	1	0
254	frames\Action_Adventure\HsRwyJw5o7k\1886.jpg	Act_Adv	1	0
254	frames/Action_Adventure/HsRwyJw5o7k/1886_aug.jpg	Act_Adv	1	0
255	frames\Action_Drama\yw7tuJeWXlA\46.jpg	Act_Adv	1	0
256	frames\Action\rd8JDPjEoE0\3266.jpg	Act_Adv	1	0
257	frames\Comedy_Crime\aSwi8mzc1gA\2806.jpg	Thr_Hor_Cri	0	1
258	frames\Action_Adventure\tWEBbYoDaU8\2576.jpg	Act_Adv	1	0
260	frames\Action\WLE2QEOBde4\46.jpg	Act_Adv	1	0
261	frames\Action_Adventure\U15kcueM3Og\1886.jpg	Act_Adv	1	0
262	frames\Action_Comedy\3mw9rXZv4tY\506.jpg	Act_Adv	1	0
264	frames\Action_Adventure\vpir9eGi8Mk\3266.jpg	Act_Adv	1	0
265	frames\Comedy_Crime\fbwsXqUpZRU\2806.jpg	Thr_Hor_Cri	0	1
265	frames/Comedy_Crime/fbwsXqUpZRU/2806_aug.jpg	Thr_Hor_Cri	0	1
266	frames\Romance_Thriller\R9HPdX0TZAg\736.jpg	Thr_Hor_Cri	0	1
268	frames\Action_Crime\_xHw_zAJRDk\1656.jpg	Thr_Hor_Cri	0	1
268	frames/Action_Crime/_xHw_zAJRDk/1656_aug.jpg	Thr_Hor_Cri	0	1
270	frames\Adventure_Comedy\XnfiKz-Zk7Y\2116.jpg	Act_Adv	1	0
272	frames\Thriller\TpGPSRGrL3s\736.jpg	Thr_Hor_Cri	0	1
273	frames\Action_Crime\rz41nM47q7Y\1886.jpg	Thr_Hor_Cri	0	1
274	frames\Action_Adventure\TwQ1KE0CRrI\2116.jpg	Act_Adv	1	0
275	frames\Action_Thriller\VV97_cn54bQ\2116.jpg	Thr_Hor_Cri	0	1
275	frames/Action_Thriller/VV97_cn54bQ/2116_aug.jpg	Thr_Hor_Cri	0	1
276	frames\Action\iX23r272kqg\2116.jpg	Act_Adv	1	0
277	frames\Action_Comedy\GNAJWwqr8cM\276.jpg	Act_Adv	1	0
278	frames\Thriller\wbwXHxqxDwc\2576.jpg	Thr_Hor_Cri	0	1
278	frames/Thriller/wbwXHxqxDwc/2576_aug.jpg	Thr_Hor_Cri	0	1
279	frames\Horror\134ua7rOS4g\966.jpg	Thr_Hor_Cri	0	1
280	frames\Action_Adventure\ILLkD7hTxms\736.jpg	Act_Adv	1	0
281	frames\Action_Adventure\Xt0Fv0W-CSo\46.jpg	Act_Adv	1	0
281	frames/Action_Adventure/Xt0Fv0W-CSo/46_aug.jpg	Act_Adv	1	0
282	frames\Adventure\c_GNsQnPdi4\1886.jpg	Act_Adv	1	0
283	frames\Action_Crime\ti9jg0JOK2I\1196.jpg	Thr_Hor_Cri	0	1
286	frames\Action_Crime\GlCN1EPAoHI\3036.jpg	Thr_Hor_Cri	0	1
287	frames\Action_Adventure\u3XXKF0oDtU\736.jpg	Act_Adv	1	0
288	frames\Adventure_Comedy\QQaLVYSCwrc\1196.jpg	Act_Adv	1	0
289	frames\Adventure_Drama\w0cXyGVsUjs\1426.jpg	Act_Adv	1	0
291	frames\Action\HKcDfO71N1E\1886.jpg	Act_Adv	1	0
292	frames\Action_Drama\f_Pc2_cTQnk\46.jpg	Act_Adv	1	0
294	frames\Thriller\zOHL9JZPELk\736.jpg	Thr_Hor_Cri	0	1
294	frames/Thriller/zOHL9JZPELk/736_aug.jpg	Thr_Hor_Cri	0	1
295	frames\Action\q_y1Qe8dyCw\506.jpg	Act_Adv	1	0
296	frames\Action_Drama\0IyuK069I-w\506.jpg	Act_Adv	1	0
299	frames\Adventure_Drama\umIBbT6uwZI\736.jpg	Act_Adv	1	0
300	frames\Action_Adventure\nA1lAszNSoI\46.jpg	Act_Adv	1	0
300	frames/Action_Adventure/nA1lAszNSoI/46_aug.jpg	Act_Adv	1	0
301	frames\Action_Adventure\BnnCQlp2msk\3036.jpg	Act_Adv	1	0
303	frames\Adventure_Comedy\UfHqN7KPZ5s\46.jpg	Act_Adv	1	0
306	frames\Adventure_Comedy\xfF-ZL3xvxw\1886.jpg	Act_Adv	1	0
307	frames\Action_Adventure\x0Ev2qiY08M\966.jpg	Act_Adv	1	0
309	frames\Comedy_Horror\yhjD1CmE9gs\1886.jpg	Thr_Hor_Cri	0	1
310	frames\Adventure_Comedy\sNGlmsj6C-E\1426.jpg	Act_Adv	1	0
312	frames\Action_Adventure\vYH5urNq1Ao\736.jpg	Act_Adv	1	0
315	frames\Crime_Drama\oZePQEUplJs\46.jpg	Thr_Hor_Cri	0	1
316	frames\Adventure_Thriller\sIY7BQkbIT8\2116.jpg	Thr_Hor_Cri	0	1
317	frames\Action_Comedy\tLXNDzc-2fA\3956.jpg	Act_Adv	1	0
318	frames\Horror\71Nmq8VOKnY\2346.jpg	Thr_Hor_Cri	0	1
318	frames/Horror/71Nmq8VOKnY/2346_aug.jpg	Thr_Hor_Cri	0	1
319	frames\Action\K40Gt3dk1LY\506.jpg	Act_Adv	1	0
323	frames\Action_Crime\osfdb5BrLPI\506.jpg	Thr_Hor_Cri	0	1
325	frames\Horror_Thriller\06qgPR9Eqww\2806.jpg	Thr_Hor_Cri	0	1
329	frames\Horror\g3a9qZnTzJQ\506.jpg	Thr_Hor_Cri	0	1
330	frames\Comedy_Crime\uIUCcORbMvg\276.jpg	Thr_Hor_Cri	0	1
331	frames\Adventure\Wuer3mLqIxc\3726.jpg	Act_Adv	1	0
332	frames\Adventure_Comedy\oqEm8mihoA4\2116.jpg	Act_Adv	1	0
333	frames\Action_Adventure\Bf4YINfjQaQ\1426.jpg	Act_Adv	1	0
334	frames\Thriller\eb46yXP211w\276.jpg	Thr_Hor_Cri	0	1
337	frames\Crime_Drama\-o2z2G3y50M\46.jpg	Thr_Hor_Cri	0	1
338	frames\Comedy_Crime\a_DkEkfAO4s\3036.jpg	Thr_Hor_Cri	0	1
339	frames\Action_Adventure\3NpYTks1mDI\2806.jpg	Act_Adv	1	0
339	frames/Action_Adventure/3NpYTks1mDI/2806_aug.jpg	Act_Adv	1	0
341	frames\Adventure_Comedy\QxNZJZrkdM0\966.jpg	Act_Adv	1	0
343	frames\Adventure\DDueSsFUqc4\46.jpg	Act_Adv	1	0
344	frames\Action_Drama\XUdBdsMc5EQ\46.jpg	Act_Adv	1	0
347	frames\Action_Drama\5HksV7ZFuhM\1426.jpg	Act_Adv	1	0
347	frames/Action_Drama/5HksV7ZFuhM/1426_aug.jpg	Act_Adv	1	0
348	frames\Action\4frYhsIGjJU\3266.jpg	Act_Adv	1	0
349	frames\Adventure_Comedy\de_Dik7HT6E\1656.jpg	Act_Adv	1	0
351	frames\Drama_Horror\-p4TkuB20bs\966.jpg	Thr_Hor_Cri	0	1
352	frames\Action_Adventure\n-mpifTiPV4\966.jpg	Act_Adv	1	0
353	frames\Action_Adventure\ersxqFwDkWA\2576.jpg	Act_Adv	1	0
356	frames\Drama_Horror\sHFXRjwKOG8\1886.jpg	Thr_Hor_Cri	0	1
359	frames\Horror_Thriller\Y9Nt3hlMUUI\276.jpg	Thr_Hor_Cri	0	1
360	frames\Action_Adventure\QXeYlaZJ64k\2806.jpg	Act_Adv	1	0
362	frames\Horror_Thriller\tD3vc9KZ9lQ\276.jpg	Thr_Hor_Cri	0	1
363	frames\Horror_Thriller\tD3vc9KZ9lQ\1656.jpg	Thr_Hor_Cri	0	1
363	frames/Horror_Thriller/tD3vc9KZ9lQ/1656_aug.jpg	Thr_Hor_Cri	0	1
364	frames\Action_Horror\urbo6F_qD5k\1656.jpg	Thr_Hor_Cri	0	1
366	frames\Horror\F9b76RWM7qE\276.jpg	Thr_Hor_Cri	0	1
366	frames/Horror/F9b76RWM7qE/276_aug.jpg	Thr_Hor_Cri	0	1
367	frames\Action_Adventure\i2gVXd7FzhQ\3956.jpg	Act_Adv	1	0
369	frames\Action_Comedy\33NlZaZVCgw\1886.jpg	Act_Adv	1	0
370	frames\Action_Adventure\vYH5urNq1Ao\2116.jpg	Act_Adv	1	0
371	frames\Action_Thriller\HhbADfa8rmY\276.jpg	Thr_Hor_Cri	0	1
372	frames\Action_Adventure\o4ARk91_ptU\1656.jpg	Act_Adv	1	0
374	frames\Action_Adventure\2pVPaPFm5iI\2576.jpg	Act_Adv	1	0
376	frames\Crime_Drama\OXaqam1ZdZs\1196.jpg	Thr_Hor_Cri	0	1
376	frames/Crime_Drama/OXaqam1ZdZs/1196_aug.jpg	Thr_Hor_Cri	0	1
377	frames\Action_Comedy\svwcgrDZVPw\1426.jpg	Act_Adv	1	0
377	frames/Action_Comedy/svwcgrDZVPw/1426_aug.jpg	Act_Adv	1	0
379	frames\Action_Adventure\LpxwR_9EhlY\2116.jpg	Act_Adv	1	0
381	frames\Action_Adventure\sQA199D8U2g\3266.jpg	Act_Adv	1	0
382	frames\Adventure_Comedy\nr7ui14-O_Q\1426.jpg	Act_Adv	1	0
387	frames\Crime_Drama\XNZRK35VNrk\2116.jpg	Thr_Hor_Cri	0	1
387	frames/Crime_Drama/XNZRK35VNrk/2116_aug.jpg	Thr_Hor_Cri	0	1
388	frames\Adventure_Drama\fEcClEBT6QU\2806.jpg	Act_Adv	1	0
389	frames\Adventure_Drama\WbW8GgAWKi8\1426.jpg	Act_Adv	1	0
390	frames\Adventure_Comedy\sNGlmsj6C-E\276.jpg	Act_Adv	1	0
392	frames\Crime\LHVll_0Hmh4\46.jpg	Thr_Hor_Cri	0	1
392	frames/Crime/LHVll_0Hmh4/46_aug.jpg	Thr_Hor_Cri	0	1
393	frames\Drama_Thriller\Is5sRHNIAwE\3496.jpg	Thr_Hor_Cri	0	1
393	frames/Drama_Thriller/Is5sRHNIAwE/3496_aug.jpg	Thr_Hor_Cri	0	1
394	frames\Action_Horror\XAw8Qpr0NK0\736.jpg	Thr_Hor_Cri	0	1
398	frames\Action_Drama\TcndF9QpYAU\1196.jpg	Act_Adv	1	0
399	frames\Crime_Drama\ZI1jKmWANP0\506.jpg	Thr_Hor_Cri	0	1
399	frames/Crime_Drama/ZI1jKmWANP0/506_aug.jpg	Thr_Hor_Cri	0	1
400	frames\Adventure_Comedy\mz6dgt11n-E\506.jpg	Act_Adv	1	0
401	frames\Adventure_Horror\wa1uJbTy6XE\1656.jpg	Thr_Hor_Cri	0	1
