	path	genre	Action	Adventure	Comedy	Crime	Drama	Horror	Romance	Thriller
156	frames\Comedy_Drama\27U6dyYE9rA\2346.jpg	['Comedy', 'Drama']	0	0	1	0	1	0	0	0
157	frames\Action_Adventure\6XyUIXqIoAM\276.jpg	['Action', 'Adventure']	1	1	0	0	0	0	0	0
158	frames\Adventure_Comedy\kMkxtj-mu14\1656.jpg	['Adventure', 'Comedy']	0	1	1	0	0	0	0	0
159	frames\Adventure_Comedy\kMkxtj-mu14\1426.jpg	['Adventure', 'Comedy']	0	1	1	0	0	0	0	0
160	frames\Thriller\hfzsR-3PLcg\966.jpg	['Thriller']	0	0	0	0	0	0	0	1
161	frames\Action_Adventure\ersxqFwDkWA\736.jpg	['Action', 'Adventure']	1	1	0	0	0	0	0	0
162	frames\Action_Drama\L1UxZJ9owXY\2576.jpg	['Action', 'Drama']	1	0	0	0	1	0	0	0
163	frames\Action_Adventure\VIJIbL0ujtk\1196.jpg	['Action', 'Adventure']	1	1	0	0	0	0	0	0
164	frames\Action_Adventure\Fv9_YOL38MM\1196.jpg	['Action', 'Adventure']	1	1	0	0	0	0	0	0
165	frames\Action_Adventure\PJlmYh27MHg\506.jpg	['Action', 'Adventure']	1	1	0	0	0	0	0	0
166	frames\Adventure_Comedy\uI7ijvSCHcI\1196.jpg	['Adventure', 'Comedy']	0	1	1	0	0	0	0	0
167	frames\Drama\4uRK1MPvUps\2806.jpg	['Drama']	0	0	0	0	1	0	0	0
168	frames\Adventure_Comedy\TkyLnWm1iCs\1656.jpg	['Adventure', 'Comedy']	0	1	1	0	0	0	0	0
169	frames\Drama_Romance\C-FH-TOuFpQ\46.jpg	['Drama', 'Romance']	0	0	0	0	1	0	1	0
170	frames\Drama\M9phuyRknPw\2346.jpg	['Drama']	0	0	0	0	1	0	0	0
171	frames\Drama\X32pSJrgF3Q\276.jpg	['Drama']	0	0	0	0	1	0	0	0
172	frames\Drama\Giom5_byviI\2576.jpg	['Drama']	0	0	0	0	1	0	0	0
173	frames\Action_Adventure\0NHFYpXhiiY\2116.jpg	['Action', 'Adventure']	1	1	0	0	0	0	0	0
174	frames\Comedy_Romance\_525BmUkPmI\2346.jpg	['Comedy', 'Romance']	0	0	1	0	0	0	1	0
175	frames\Comedy_Drama\hjhBzRH-plo\736.jpg	['Comedy', 'Drama']	0	0	1	0	1	0	0	0
176	frames\Adventure_Drama\xaILTs-_1z4\1656.jpg	['Adventure', 'Drama']	0	1	0	0	1	0	0	0
177	frames\Adventure_Comedy\oLUmNV0tmMo\966.jpg	['Adventure', 'Comedy']	0	1	1	0	0	0	0	0
178	frames\Horror_Thriller\zMFxbMh7JYY\1426.jpg	['Horror', 'Thriller']	0	0	0	0	0	1	0	1
179	frames\Horror\P5kDAUzl-T4\966.jpg	['Horror']	0	0	0	0	0	1	0	0
180	frames\Comedy\YmRuVv2V5Go\966.jpg	['Comedy']	0	0	1	0	0	0	0	0
181	frames\Action_Adventure\KqpcmQhnl48\2576.jpg	['Action', 'Adventure']	1	1	0	0	0	0	0	0
182	frames\Comedy_Drama\ONRLZIY7gbs\46.jpg	['Comedy', 'Drama']	0	0	1	0	1	0	0	0
183	frames\Adventure_Comedy\Pvva0sdUEkc\2346.jpg	['Adventure', 'Comedy']	0	1	1	0	0	0	0	0
184	frames\Comedy\mA1FWjriD60\3266.jpg	['Comedy']	0	0	1	0	0	0	0	0
185	frames\Action\k0aqHfvHcsc\1656.jpg	['Action']	1	0	0	0	0	0	0	0
186	frames\Drama_Romance\lFHLE24hDQY\276.jpg	['Drama', 'Romance']	0	0	0	0	1	0	1	0
187	frames\Action_Adventure\D4dT2eBWI2M\2346.jpg	['Action', 'Adventure']	1	1	0	0	0	0	0	0
188	frames\Comedy_Romance\CXdc2L3QH9U\46.jpg	['Comedy', 'Romance']	0	0	1	0	0	0	1	0
189	frames\Action_Comedy\svwcgrDZVPw\1886.jpg	['Action', 'Comedy']	1	0	1	0	0	0	0	0
190	frames\Action_Comedy\EPJGFrntGfU\276.jpg	['Action', 'Comedy']	1	0	1	0	0	0	0	0
191	frames\Comedy\-4QqksHXUCc\276.jpg	['Comedy']	0	0	1	0	0	0	0	0
192	frames\Action_Thriller\L1YN9QMKpBo\966.jpg	['Action', 'Thriller']	1	0	0	0	0	0	0	1
193	frames\Action\2GLDqvA6tKI\506.jpg	['Action']	1	0	0	0	0	0	0	0
194	frames\Comedy_Drama\mdHpbI8Y7Oo\3036.jpg	['Comedy', 'Drama']	0	0	1	0	1	0	0	0
195	frames\Comedy_Drama\Y1aP-YyBdIw\2116.jpg	['Comedy', 'Drama']	0	0	1	0	1	0	0	0
196	frames\Horror_Romance\lh3qxTgaa1Y\2116.jpg	['Horror', 'Romance']	0	0	0	0	0	1	1	0
197	frames\Comedy_Romance\KOBGjFHXnqY\736.jpg	['Comedy', 'Romance']	0	0	1	0	0	0	1	0
198	frames\Drama\HhtRNV2v2rU\736.jpg	['Drama']	0	0	0	0	1	0	0	0
199	frames\Crime_Drama\U16anbRFRyc\3266.jpg	['Crime', 'Drama']	0	0	0	1	1	0	0	0
200	frames\Drama\aRgUxpmvZpc\276.jpg	['Drama']	0	0	0	0	1	0	0	0
201	frames\Comedy\LKJOXcFUSzc\506.jpg	['Comedy']	0	0	1	0	0	0	0	0
202	frames\Comedy_Romance\7IrB1OE9Blo\3036.jpg	['Comedy', 'Romance']	0	0	1	0	0	0	1	0
203	frames\Adventure\5Ei_2wS0U-w\1886.jpg	['Adventure']	0	1	0	0	0	0	0	0
204	frames\Drama\Qxn6aafaNP8\1196.jpg	['Drama']	0	0	0	0	1	0	0	0
205	frames\Drama\kxjwb5cXTI0\966.jpg	['Drama']	0	0	0	0	1	0	0	0
206	frames\Drama\mw96cSYo9dU\1886.jpg	['Drama']	0	0	0	0	1	0	0	0
207	frames\Comedy_Romance\FBi8SGpLTGI\966.jpg	['Comedy', 'Romance']	0	0	1	0	0	0	1	0
208	frames\Drama\_kGt7Vv2Pyw\966.jpg	['Drama']	0	0	0	0	1	0	0	0
209	frames\Horror_Thriller\yxoE9td3Hko\1886.jpg	['Horror', 'Thriller']	0	0	0	0	0	1	0	1
210	frames\Action_Thriller\NNfMLLVwiN0\3266.jpg	['Action', 'Thriller']	1	0	0	0	0	0	0	1
211	frames\Action_Adventure\KMOr9s3kfM0\1656.jpg	['Action', 'Adventure']	1	1	0	0	0	0	0	0
212	frames\Drama\RSUmB80GqDM\966.jpg	['Drama']	0	0	0	0	1	0	0	0
213	frames\Action_Thriller\vi9m0JRo71I\506.jpg	['Action', 'Thriller']	1	0	0	0	0	0	0	1
214	frames\Horror_Thriller\mk2OptcsXuo\1886.jpg	['Horror', 'Thriller']	0	0	0	0	0	1	0	1
215	frames\Drama_Romance\64IwbhFYuUM\2576.jpg	['Drama', 'Romance']	0	0	0	0	1	0	1	0
216	frames\Drama_Romance\L6YJkhVYUXs\1886.jpg	['Drama', 'Romance']	0	0	0	0	1	0	1	0
217	frames\Drama_Horror\ev-4cz3hlr0\1196.jpg	['Drama', 'Horror']	0	0	0	0	1	1	0	0
218	frames\Horror\b_tZKOxNR7o\1886.jpg	['Horror']	0	0	0	0	0	1	0	0
219	frames\Comedy_Crime\PrpeARyTcx8\966.jpg	['Comedy', 'Crime']	0	0	1	1	0	0	0	0
220	frames\Drama_Romance\n_z0TcZkPzg\506.jpg	['Drama', 'Romance']	0	0	0	0	1	0	1	0
221	frames\Drama\CNH4A1sI_oE\506.jpg	['Drama']	0	0	0	0	1	0	0	0
222	frames\Comedy_Drama\BGmXnidRtoA\3726.jpg	['Comedy', 'Drama']	0	0	1	0	1	0	0	0
223	frames\Action\H6XIREQHU8M\2116.jpg	['Action']	1	0	0	0	0	0	0	0
224	frames\Adventure_Horror\01qhgR0WsnA\3036.jpg	['Adventure', 'Horror']	0	1	0	0	0	1	0	0
225	frames\Horror_Thriller\reKMIuxFqzY\506.jpg	['Horror', 'Thriller']	0	0	0	0	0	1	0	1
226	frames\Comedy_Romance\ufllQr0ClXg\2346.jpg	['Comedy', 'Romance']	0	0	1	0	0	0	1	0
227	frames\Adventure_Comedy\tsIYleoAQpY\736.jpg	['Adventure', 'Comedy']	0	1	1	0	0	0	0	0
228	frames\Drama\zpmLSGixYwM\2806.jpg	['Drama']	0	0	0	0	1	0	0	0
229	frames\Action_Adventure\JT_59yK4Gm4\276.jpg	['Action', 'Adventure']	1	1	0	0	0	0	0	0
230	frames\Action_Adventure\rxZc0tyTqEg\2116.jpg	['Action', 'Adventure']	1	1	0	0	0	0	0	0
231	frames\Crime_Drama\FlxXhrDycHw\276.jpg	['Crime', 'Drama']	0	0	0	1	1	0	0	0
232	frames\Comedy_Drama\h4eOGlJpLYg\966.jpg	['Comedy', 'Drama']	0	0	1	0	1	0	0	0
233	frames\Crime_Drama\q9sjo2J6hIk\2116.jpg	['Crime', 'Drama']	0	0	0	1	1	0	0	0
234	frames\Action_Thriller\f_LDdElm9fc\1196.jpg	['Action', 'Thriller']	1	0	0	0	0	0	0	1
235	frames\Action_Adventure\nIJQOFSGKks\46.jpg	['Action', 'Adventure']	1	1	0	0	0	0	0	0
236	frames\Adventure_Comedy\Km6bFBSVty4\506.jpg	['Adventure', 'Comedy']	0	1	1	0	0	0	0	0
237	frames\Adventure_Comedy\Pvva0sdUEkc\3036.jpg	['Adventure', 'Comedy']	0	1	1	0	0	0	0	0
238	frames\Adventure_Drama\TArcc_WduhE\1886.jpg	['Adventure', 'Drama']	0	1	0	0	1	0	0	0
239	frames\Comedy\LKJOXcFUSzc\1426.jpg	['Comedy']	0	0	1	0	0	0	0	0
240	frames\Drama\PAcLQ7fRJlo\506.jpg	['Drama']	0	0	0	0	1	0	0	0
241	frames\Drama_Horror\sHFXRjwKOG8\276.jpg	['Drama', 'Horror']	0	0	0	0	1	1	0	0
242	frames\Horror_Thriller\kyY50rBet2U\46.jpg	['Horror', 'Thriller']	0	0	0	0	0	1	0	1
